TOI,bv,bv_err,li,prot,rhk,teff
181.01,1.0290000438690186,0.1,,,,4923.563749999999
182.01,0.750499963760376,0.1,,,,5551.761111111112
185.01,0.4768000036478043,0.0239532944135666,,0.936589282584042,,6408.97696969697
186.01,,0.1,,,,4596.235675
186.02,,0.1,,,,4596.235675
187.01,0.4009999930858612,0.1,,,,6701.0470000000005
188.01,0.4110000133514404,0.1,,,,6266.476345880682
189.01,0.6355000138282776,0.1,,,,6032.197777777777
190.01,0.5473333597183228,0.1,,10.02165,,6021.396014648437
191.01,0.762666662534078,0.0419708991713561,,7.25682086766561,,5570.854
192.01,1.0026666522026062,0.1308977527695251,,3.922177415258789,,4840.237373560855
193.01,0.6430000066757202,0.1,,,,5309.333333333333
194.01,0.5649999976158142,0.1,,4.511708628571428,,5979.517619047619
195.01,0.6973333358764648,0.1,,2.0782559717712403,,5662.181875
196.01,0.4248332977294922,0.0017716896254569,,,,6607.322176470589
197.01,0.8770000338554382,0.0538537055253982,,,,5048.683454545454
198.01,1.5099999904632568,0.1,,,,3933.815
199.01,0.8294999599456787,0.1,,,,5216.146363636363
200.01,0.735647052456351,0.0481455274330729,108.10749816894533,5.475000190734863,-4.090000152587891,5482.444615384616
201.01,0.5289999842643738,0.0049999952316284,,,,6382.794375
201.02,0.5289999842643738,0.0049999952316284,,,,6382.794375
202.01,1.0789999961853027,0.1,,,,4824.005999999999
203.01,1.6990000009536743,0.1,,,,3446.85875
204.01,,0.1,,,,5568.4400000000005
205.01,0.4470000267028808,0.1,,,,6621.12
206.01,1.6080000400543213,0.1,,,,3640.6
208.01,0.7450000047683716,0.1,,,,5502.568888888888
209.01,0.8930000066757202,0.1,,,,4904.1883333333335
210.01,1.5390000343322754,0.1,,,,3751.178333333333
211.01,0.5634999871253967,0.1,,7.215249773278809,,5835.609212083368
212.01,1.559000015258789,0.1,,0.3352701999999999,,3624.943351236979
213.01,1.2324999570846558,0.1,,,,4532.651990234374
213.02,1.2324999570846558,0.1,,,,4532.651990234374
214.01,,0.1,,,,5373.666666666667
214.02,,0.1,,,,5373.666666666667
215.01,0.6324999928474426,0.1,,,,5734.930714285714
216.01,0.9649999737739564,0.1,,,,4986.121184180846
216.02,0.9649999737739564,0.1,,,,4986.121184180846
218.01,,0.1,,,,4083.163333333333
219.01,0.5450000166893005,0.1,,,,6266.7223086278345
220.01,0.8090000152587891,0.1,,,,5301.311
223.01,0.8109999895095825,0.1,,,,5098.844285714285
224.01,1.4953333139419556,0.1,,,,3902.411666666667
225.01,0.9430000185966492,0.1,,,,4776.650000000001
227.01,,0.1,,,,3613.43
228.01,0.6909999847412109,0.1,,2.6865015000000003,,5776.5
229.01,1.1974999904632568,0.1,,3.126075921253459,,5128.304210526316
230.01,0.4659999907016754,0.0283548980951309,,,,6509.299166666667
231.01,0.9025000035762788,0.0952194983750617,,3.478877262145767,,5410.466842105263
232.01,0.9293333292007446,0.1284817107989847,,1.4278617701815797,,5477.314545454546
233.01,1.597000002861023,0.1,,,,3939.9
233.02,1.597000002861023,0.1,,,,3939.9
234.01,1.3600000143051147,0.1,,,,3814.268
235.01,0.4410000145435333,0.1,,,,5916.593990234375
237.01,1.409999966621399,0.1,,,,3737.5525
238.01,0.8860000371932983,0.1,,,,5034.5675
239.01,0.3680000007152557,0.1,,4.1570000648498535,,6127.374285714286
240.01,1.1799999475479126,0.1,,,,4228.4366666666665
241.01,0.7524999976158142,0.1,,,,5922.356666666667
243.01,0.4699999988079071,0.1,,,,5987.801428571429
244.01,1.537999987602234,0.1,,,,3710.1083333333336
245.01,0.4934999942779541,0.1052200049161911,,,,6260.02
246.01,0.9039999842643738,0.1,,7.87288,,5081.76298046875
247.01,0.7355000078678131,0.1,,3.425445179563904,,5509.5
248.01,0.6513333320617676,0.008692261762917,,,,5875.915012207031
249.01,1.3179999589920044,0.1,,,,4120.7300000000005
250.01,0.4926666716734568,0.128388313946019,,1.6285027819103663,,5756.527727272727
251.01,0.6365000009536743,0.0257050544023513,,,,5741.183
252.01,0.8339999914169312,0.1,,,,5008.684285714286
253.01,1.3029999732971191,0.1,,,,4027.974673177084
254.01,0.7129999995231628,0.1,,,,5878.965
255.01,0.7440000176429749,0.1,,2.8126538399999994,,5556.397512207032
256.01,1.7309999465942385,0.1,,,,3861.1125
256.02,1.7309999465942385,0.1,,,,3861.1125
257.01,0.5829166489839553,0.003200475506717,,,,6221.519952380952
259.01,0.7689999938011169,0.1,,2.423830817827933,,5420.75
260.01,1.2760000228881836,0.1,,,,4121.8240000000005
261.01,0.5476999878883362,0.0323976837098598,,,,6102.706875
261.02,0.5476999878883362,0.0323976837098598,,,,6102.706875
262.01,0.7879999876022339,0.1,,,,5154.5
263.01,,0.1,,,,3493.873333333333
264.01,0.5109999775886536,0.1,,2.216824035876465,,6215.542352941176
265.01,0.8519999980926514,0.1,,5.924262,,5204.982491861979
266.01,0.6920000314712524,0.1,,,,5710.395714285715
266.02,0.6920000314712524,0.1,,,,5710.395714285715
267.01,0.6000000238418579,0.0,,5.76450499332428,,6039.175259650736
268.01,0.5719999919335047,0.0733575653589644,,,,5898.682142857143
269.01,1.5850000381469729,0.1,,,,3848.1416666666655
270.01,1.590999960899353,0.1,,,,3893.04
270.02,1.590999960899353,0.1,,,,3893.04
270.03,1.590999960899353,0.1,,,,3893.04
271.01,0.5810000002384186,0.0029999911785125,,,,6060.2373333333335
272.01,0.9555000066757202,0.1,,3.3098443,,4960.75
275.01,0.9019999504089355,0.1,,,,5353.3475
277.01,1.4709999561309814,0.1,,,,4010.1275
278.01,,0.1,,,,3447.433333333333
279.01,1.1699999570846558,0.1,,,,4329.046666666666
280.01,0.7593333125114441,0.1,,,,5542.797777777778
281.01,0.5149999856948853,0.1,,5.577113,,5976.27089779466
282.01,0.6290000677108765,0.1140561252832412,,,,6291.868571428572
282.02,0.6290000677108765,0.1140561252832412,,,,6291.868571428572
282.03,0.6290000677108765,0.1140561252832412,,,,6291.868571428572
282.04,0.6290000677108765,0.1140561252832412,,,,6291.868571428572
283.01,0.8019999861717224,0.1,,8.810778,,5243.1225
285.01,1.3960000276565552,0.1,,,,3956.7
286.01,0.7890000343322754,0.1,,,,5159.607
286.02,0.7890000343322754,0.1,,,,5159.607
287.01,0.5789999961853027,0.1,,,,5770.0
288.01,0.4857500195503235,0.0266681034117937,,,,6577.46
289.01,0.6169999837875366,0.1,,,,5585.923333333333
292.01,1.14900004863739,0.1,,,,4623.973333333333
293.01,0.5759999752044678,0.1,,,,5886.448333333334
294.01,1.1360000371932983,0.1,,,,4591.65
295.01,0.6380000114440918,0.1,,,,5830.97
297.01,0.8579999804496765,0.1,,,,4907.3966666666665
298.01,0.5849999785423279,0.1,,,,6455.0
299.01,0.7400000095367432,0.1,,,,5535.8533333333335
301.01,0.534000039100647,0.1,,,,5917.083333333333
302.01,1.2289999723434448,0.1,,,,4336.363333333334
303.01,0.753000020980835,0.1,,3.560829,,5519.23001953125
305.01,0.6439999938011169,0.1,,,,5771.0
306.01,0.6290000081062317,0.1,,,,5645.560027901786
307.01,0.6819999814033508,0.1,,,,5737.0
308.01,1.0989999771118164,0.1,,,,4709.443333333334
309.01,0.7279999852180481,0.1,,6.15864,,5329.009999999999
310.01,0.7279999852180481,0.1,,,,5738.333333333333
311.01,1.3580000400543213,0.1,,,,4093.805
312.01,0.6499999761581421,0.1,,,,5729.333333333333
314.01,0.9520000219345092,0.1,,,,4804.5575
316.01,1.241000056266785,0.1,,,,4223.4396
317.01,0.7760000228881836,0.1,,,,5363.833333333333
318.01,1.0110000371932983,0.1,,,,4771.43
319.01,1.2489999532699585,0.1,,,,4324.566666666667
322.01,0.5759999752044678,0.1,,3.99047,,5992.174285714286
323.01,1.180999994277954,0.1,,,,4652.599999999999
324.01,0.5120000243186951,0.1,,,,6082.866666666666
325.01,1.1410000324249268,0.1,,,,4443.0
326.01,0.5835000276565552,0.1,,,,6189.39
327.01,0.6510000228881836,0.1,,,,5942.0
328.01,0.5730000138282776,0.1,,,,6128.0
329.01,0.7490000128746033,0.1,,,,5690.332222222223
330.01,1.2330000400543213,0.1,,,,4033.875
331.01,0.6539999842643738,0.1,,,,5490.333333333333
332.01,0.8389999866485596,0.1,,,,5099.833333333333
333.01,0.5600000023841858,0.1,,,,5953.405
334.01,0.5116666555404663,0.1,,,,6130.755555555556
338.01,0.4799999892711639,0.1,,,,6676.1242578125
340.01,,0.1,,,,5724.0
341.01,1.0160000324249268,0.1,,,,4859.8
343.01,0.6660000085830688,0.1,,,,5791.110000000001
344.01,0.4990000128746032,0.1,,,,6077.076666666667
345.01,0.8949999809265137,0.1,,,,5126.0
346.01,0.5230000019073486,0.1,,,,6148.333333333333
347.01,0.5885000228881836,0.1,,,,6069.832222222223
348.01,0.6629999876022339,0.1,,,,5676.903333333333
350.01,0.6230000257492065,0.1,,,,5590.333333333333
351.01,0.7289999723434448,0.1,,,,5778.747170758928
352.01,0.6930000185966492,0.1,,,,5616.294285714285
353.01,0.9430000185966492,0.1,,,,4956.333333333333
354.01,0.5920000076293945,0.1,,,,5607.194
355.01,0.6150000095367432,0.1,,,,5935.402857142857
356.01,0.7620000243186951,0.1,,,,5459.89
357.01,0.3949999809265136,0.1,,,,6639.4608333333335
358.01,0.7020000219345093,0.1,,,,5593.333333333333
359.01,0.7085000276565552,0.1,,,,5462.963333333333
361.01,1.2769999504089355,0.1,,,,4213.0
362.01,0.6949999928474426,0.1,,,,5591.0
363.01,0.7379999756813049,0.1,,,,5085.966666666666
364.01,0.6019999980926514,0.1,,0.49393,,6197.99
365.01,0.6159999966621399,0.1,,,,5753.666666666667
366.01,,0.1,,,,5407.0
369.01,0.5312857031822205,0.053566288203001,,,,6236.5314285714285
370.01,0.6959999799728394,0.1,,,,5758.666666666667
371.01,0.7590000033378601,0.1,,,,5384.833333333333
372.01,0.6710000038146973,0.1,,,,5717.889999999999
374.01,0.6890000104904175,0.1,,,,5716.333333333333
375.01,0.9580000042915344,0.1,,,,4937.692
376.01,0.8174999952316284,0.1,,,,5315.186666666667
380.01,0.7379999756813049,0.1,,,,5214.666666666667
386.01,0.1409999877214431,0.1,,,,8370.0
388.01,0.6985000371932983,0.1,,2.903781581289673,,6106.8739951171865
391.01,0.8799999952316284,0.1,,1.955081973819224,,5485.953333333334
392.01,0.7103333473205566,0.1,,,,5567.6541333333325
394.01,0.5132500007748604,0.0185455523993899,,0.39149,,6221.310617675781
395.01,0.6119999885559082,0.1,,,,6042.95753076923
396.01,0.4680714225939342,0.0508786569292278,,,,6306.378235294117
396.02,0.4680714225939342,0.0508786569292278,,,,6306.378235294117
396.03,0.4680714225939342,0.0508786569292278,,,,6306.378235294117
398.01,0.7390000224113464,0.1,,1.3680243552316285,,5461.155269325658
400.01,0.4910000264644623,0.1,,3.634433,,6222.921274414062
402.01,0.912999987602234,0.1,,,,5117.833333333333
402.02,0.912999987602234,0.1,,,,5117.833333333333
403.01,0.4520000020662943,0.0948402327311139,,3.5324016080187115,,6026.972268288352
404.01,0.6830000281333923,0.1,,2.9626402400000003,,5479.535714285715
406.01,1.4639999866485596,0.1,,,,3846.78
406.02,1.4639999866485596,0.1,,,,3846.78
407.01,0.5950000286102295,0.1,,,,5944.0
411.01,0.5319999754428864,0.0060000121593475,,,-4.909999847412109,6177.23
411.02,0.5319999754428864,0.0060000121593475,,,-4.909999847412109,6177.23
413.01,0.4162000119686126,0.0264756493270397,,3.669828337711182,,6751.692173913043
415.01,0.4353333413600921,0.1,,3.6112706,,6551.738585379464
418.01,0.7690000534057617,0.1,,2.2359835,,5286.9580000000005
421.01,0.7669999599456787,0.1,,,,5411.335
421.02,0.7669999599456787,0.1,,,,5411.335
422.01,0.6019999980926514,0.1,,,,5781.434285714286
423.01,0.5109999775886536,0.1,,3.161683735218048,,5980.242631578947
426.01,0.7419999837875366,0.1,,,,5737.706
427.01,0.7085000276565552,0.1,,,,5362.611274414063
428.01,0.627499982714653,0.0233826687646265,,,,5799.862363636364
429.01,0.8479999899864197,0.1,,,,5136.223333333333
431.01,1.0462857035228184,0.0048022365773174,,,,4843.323157894737
431.02,1.0462857035228184,0.0048022365773174,,,,4843.323157894737
434.01,0.8949999809265137,0.1,,4.3888497,,5072.505999999999
435.01,1.3619999885559082,0.1,,,,4105.4375
437.01,1.0800000429153442,0.1,,2.7439004,,4845.3425
438.01,0.8569999933242798,0.1,,,,5190.741830610795
439.01,0.4325000047683716,0.1,,3.85592498664856,,6239.297352941176
442.01,1.440000057220459,0.1,,,,3951.112
443.01,0.621999979019165,0.1,,3.310651,,5924.5
444.01,0.8804000020027161,0.0612261220812797,,,,5152.493571428572
445.01,0.4826666414737701,0.1,,0.76488,,6105.049993024554
446.01,0.5049999952316284,0.1,,,,6379.83
447.01,0.4946666657924652,0.1,,,,6451.121111111111
448.01,1.0839999914169312,0.1,,,,4915.5
449.01,0.5929999947547913,0.1,,2.175134128079071,,6422.761052631578
450.01,1.49399995803833,0.1,,,,3840.1075
451.01,0.8136666417121887,0.1,,,,5455.695
451.02,0.8136666417121887,0.1,,,,5455.695
451.03,0.8136666417121887,0.1,,,,5455.695
452.01,0.8090000152587891,0.1,,4.763388,,5251.034299665179
453.01,0.4114999771118164,0.1,,2.704393034332276,,6300.085350260417
454.01,0.4090000092983246,0.1,,,,4377.8
455.01,1.7139999866485596,0.1,,,,3938.005
457.01,,0.1,,,,3234.1666666666665
458.01,0.9229999780654908,0.1,,,,5074.291
459.01,0.3156666457653045,0.1,,,,6727.688196135607
461.01,0.8730000257492065,0.1,,,,4820.443333333334
462.01,0.8009999990463257,0.1,,4.106842,,5128.440028722426
465.01,0.9739999771118164,0.1,,3.836169,,4961.94301953125
466.01,0.5379999876022339,0.1,,4.1876244,,6493.2
468.01,1.5019999742507937,0.1,,3.325271666666667,,3806.0
469.01,0.7901666760444641,0.0899970844385256,,,-5.066999912261963,5422.048125
470.01,0.8790000081062317,0.1,,6.097314,,5233.442222222222
471.01,0.437000036239624,0.1,,3.588709374060059,,6363.297064568014
472.01,1.5679999589920044,0.1,,,,3899.5675
473.01,0.6570000052452087,0.1,,1.5798958885559082,,5533.5
474.01,0.8485000133514404,0.1,,2.51672925,,5338.428571428572
475.01,1.371000051498413,0.1,,,,4151.6875
476.01,0.3019999861717224,0.1,,,,7114.57375
477.01,0.8980000019073486,0.1,,2.9444256,,5057.0160000000005
479.01,0.6460000276565552,0.1,,2.78173935,,5479.817777777778
480.01,0.5372999906539917,0.009869641624391,,6.861642,,6214.448894314237
481.01,0.7106666564941406,0.1,,10.300000190734863,,5642.328750000001
483.01,0.7065000534057617,0.1,,4.378086666666667,,5587.886908052884
486.01,,0.1,,,,3800.5
487.01,0.6979999542236328,0.1,,15.872625,,5502.05
487.02,0.6979999542236328,0.1,,15.872625,,5502.05
488.01,1.5,0.1,,,,3748.355
489.01,0.6140000224113464,0.1,,3.6467815185966495,,6116.6433333333325
490.01,0.5652500092983246,0.0465906356407767,,2.808560012207031,,6296.310404146634
491.01,0.7569999694824219,0.1,,3.332765486171722,,5695.178156960227
492.01,0.5199999809265137,0.1,,3.1220109,,6305.349352864583
493.01,1.2680000066757202,0.1,,,,4266.952473144531
494.01,1.006999969482422,0.1,,,,4949.1215234375
495.01,0.5090000033378601,0.1,,1.2749255,,6488.316161358174
498.01,0.4200000166893005,0.1,,,,6379.53125
499.01,0.5644999742507935,0.1,,,,6104.6577777777775
500.01,1.1449999809265137,0.1,,,,4492.333333333333
501.01,0.7143332958221436,0.1,,1.7100566333333331,,5733.162142857143
502.01,0.5855000019073486,0.1,,,,5889.13
503.01,0.2709999978542328,0.1,,,,7956.41375
505.01,0.4843333065509796,0.1,,3.3294405,,6052.239230769231
507.01,,0.1,,,,3843.124
508.01,0.3959999978542328,0.1,,4.599999904632568,,7532.220017361112
509.01,,0.1,,,,5563.4175
509.02,,0.1,,,,5563.4175
510.01,0.655999998251597,0.1018528450869562,,,,5849.331818181819
511.01,0.4599999934434891,0.1,,3.355986652361552,,6420.087500813803
512.01,0.7545000314712524,0.1,,,,5278.85375
512.02,0.7545000314712524,0.1,,,,5278.85375
514.01,1.0700000524520874,0.1,,11.389049243913083,,5002.818181818182
515.01,1.006999969482422,0.1,,3.114924782384186,,4967.133
516.01,,0.1,,,,3980.594
518.01,0.5164999961853027,0.1,,,,5687.266250000001
519.01,,0.1,,,,3810.02
520.01,0.2913333177566528,0.1,,,,7038.03625
521.01,1.5770000219345093,0.1,,,,3850.187142857143
522.01,0.2416000038385391,0.0029393863481309,,,,7560.490909090909
524.01,0.3949999809265136,0.1,,,,6858.846658528647
525.01,0.5130000114440918,0.1,,,,6471.623333333333
527.01,0.3510000109672546,0.0,,,,7583.682857142857
530.01,1.3049999475479126,0.1,,,,4122.931666666666
532.01,1.444000005722046,0.1,,,,3982.122
533.01,1.0230000019073486,0.1,,,,4773.870013950893
534.01,,0.1,,4.035843756585015,,5757.804536576704
535.01,0.8640000224113464,0.1,,2.8282291992370605,,5689.925
536.01,0.8255000114440918,0.1,,9.235883505086264,,5682.5
537.01,0.6164999902248383,0.1,,4.036776099591064,,6122.2775
539.01,0.9739999771118164,0.1,,,,4719.735555555555
540.01,1.5950000286102295,0.1,,,,3493.9814285714283
541.01,,0.1,,,,5033.8325
542.01,0.8849999904632568,0.1,,,,5033.75
544.01,1.2269999980926514,0.1,,,,4416.685
545.01,0.7860000133514404,0.1,,1.9000660529064604,,5378.54
546.01,0.5899999737739563,0.1,,9.201759459764268,,6195.714285714285
547.01,0.5989999771118164,0.1,,1.5089326070845173,,6171.383585379464
548.01,0.8264999985694885,0.1,,3.897083009298325,,5881.6
551.01,1.3826665878295898,0.1,,2.647298,,3957.8
552.01,1.3609999418258667,0.1,,,,3789.842
553.01,0.8759999871253967,0.1,,,,5319.918181818181
553.02,0.8759999871253967,0.1,,,,5319.918181818181
553.03,0.8759999871253967,0.1,,,,5319.918181818181
554.01,0.3998000025749206,0.1323999911546707,,,,6357.461530949519
554.02,0.3998000025749206,0.1323999911546707,,,,6357.461530949519
555.01,,0.1,,,,4153.116
557.01,1.4869999885559082,0.1,,,,3974.3
558.01,0.5015000104904175,0.1,,,,6782.91125
559.01,0.6080000400543213,0.1,,,,5882.0028571428575
561.01,0.6805000305175781,0.1,,,,5361.522857142858
561.02,0.6805000305175781,0.1,,,,5361.522857142858
561.03,0.6805000305175781,0.1,,,,5361.522857142858
562.01,,0.1,,,,3780.0
563.01,0.7179999947547913,0.1,,,,5416.125714285714
564.01,0.6899999976158142,0.1,,,,5739.110833333333
565.01,0.5830000042915344,0.1,,,,6151.263199999999
567.01,0.6129999756813049,0.1,,1.5372934321744385,,5902.491596875
568.01,0.0295999992638826,0.0098914100780137,,9.596295,,8153.036666666667
569.01,0.749500036239624,0.1,,,,5888.328750000001
570.01,0.6139999628067017,0.1,,,,5895.975
571.01,0.659000039100647,0.1,,4.641918066121419,,5915.9370195312495
572.01,0.4129999876022339,0.1,,,,6870.627142857143
573.01,1.5420000553131104,0.1,,,,4030.075
574.01,0.594499945640564,0.1,,3.302386075,,6001.181274414063
576.01,0.6240000128746033,0.1,,,,6117.072
577.01,0.6129999756813049,0.1,,,,6276.9375
578.01,0.6610000133514404,0.1,,2.052868,,5932.166666666667
579.01,0.93149995803833,0.1,,,,4881.662857142857
580.01,0.2239999920129776,0.1,,,,8659.574
581.01,-0.0216666664928197,0.1,,,,9461.5
583.01,0.0485000014305114,0.1,,,,8870.5
585.01,0.4745000004768371,0.0054999887943267,,,,6242.514292689732
586.01,0.1599999964237213,0.1,,,,8242.916666666666
587.01,0.0115000000223517,0.0015000002458691,,,,9539.444444444443
588.01,-0.0138750001788139,0.0092525333166122,,13.473506,,9408.666666666666
594.01,0.0775000005960464,0.1,,,,8922.5
601.01,0.718999981880188,0.1,,,,5581.243
602.01,0.1599999964237213,0.1,,,,8171.0
603.01,0.6492000222206116,0.0135262701660394,,,,5878.603858173077
605.01,0.2325000017881393,0.1,,,,7426.333333333333
608.01,0.2285000085830688,0.1,,1.1905,,7813.586
609.01,0.6979999542236328,0.1,,,,5323.99
611.01,0.9359999895095824,0.1,,,,4946.646
612.01,0.4160000085830688,0.1,,22.865,,6740.857142857143
613.01,0.862500011920929,0.1,,,,5006.52125
615.01,0.3079999983310699,0.1,,,,6577.166666666667
616.01,0.3044999837875366,0.1,,,,7409.866
618.01,0.6069999933242798,0.1,,,,5969.383333333334
620.01,1.4259999990463257,0.1,,,,3941.8825
621.01,0.2490000004569689,0.1125092587502221,,3.112338,,7977.666666666667
622.01,0.5736666321754456,0.1,,,,6513.09375
624.01,0.2316666394472122,0.1,,2.700000047683716,,8188.888333333333
625.01,0.1834999918937683,0.1,,4.800000190734863,,7720.194974459135
626.01,0.1499999910593032,0.1,,4.400000095367432,,8205.964285714286
628.01,0.5794999599456787,0.1,,,,6072.7300000000005
629.01,0.0729999989271164,0.1,,,,8746.556666666665
630.01,0.293500006198883,0.1,,4.901942,,7084.268333333333
634.01,0.6207499504089355,0.0555759519338607,,,,5907.085868303571
635.01,0.6581428561891828,0.0076797990799967,,,-4.641499996185303,5827.8105
637.01,0.7770000100135803,0.1,,,,4880.0
638.01,0.5180000066757202,0.1,,,,5995.408888888889
640.01,0.496999979019165,0.1,,5.000113,,6208.924285714286
641.01,0.6735000014305115,0.1,,,,5611.631666666667
642.01,0.1586666703224182,0.0061282571406052,,,,8469.65
647.01,1.0329999923706057,0.1,,,,4803.266666666666
649.01,0.4365000128746032,0.1,,0.935488,,6617.848333333332
651.01,0.6480000019073486,0.1,,1.0707,,
652.01,0.6427777856720819,0.0109217265312124,,1534.0,,5898.515772235578
654.01,,0.1,,,,3826.0
655.01,0.6310000047087669,0.1738691988583349,,0.788999659990326,,5515.927884457237
656.01,1.3320000171661377,0.1,,0.8134791766666667,,4400.138212316177
657.01,0.6779999732971191,0.1,,4.5696715,,5884.1
658.01,0.5086666742960612,0.0720293199936633,,,,6281.935714285714
659.01,0.5910000006357828,0.1090168136700281,,,,5944.708571428572
660.01,0.6759999990463257,0.1,,9.2897125,,6181.583348524306
661.01,0.4354999959468841,0.1,,4.0860384914169305,,6657.906111111111
663.01,1.5679999589920044,0.1,,,,3905.454
663.02,1.5679999589920044,0.1,,,,3905.454
663.03,1.5679999589920044,0.1,,,,3905.454
664.01,0.8402856588363647,0.0044629946351051,,4.7363527,,5307.76641796875
666.01,0.546666661898295,0.1352930836428597,,,,6507.655
667.01,,0.1,,,,3852.7775
668.01,0.609000027179718,0.1,,,,6121.65
669.01,0.6890000104904175,0.1,,,,5654.886912560096
671.01,0.1616666664679845,0.0414835976048275,,,,8163.571428571428
672.01,1.5180000066757202,0.1,,,,4023.936
674.01,1.5390000343322754,0.1,,,,3799.652000000001
675.01,0.6796666979789734,0.1,,4.178062,,5793.088006510417
676.01,0.8029999732971191,0.1,,,,5413.0
677.01,0.5720000267028809,0.1,,,,6084.95875
678.01,0.7590000033378601,0.1,,,,5501.052857142857
679.01,0.4144999980926513,0.1,,,,6892.195555555555
680.01,0.6148000001907349,0.0480058438741207,,,,5913.447857142857
