TOI,bv,bv_err,li,prot,rhk,teff
1269.02,0.7179999947547913,0.1,,,,5571.8
1271.01,0.6935454498637806,0.0067063611621107,,6.122555038146972,,5708.081268297697
1272.01,0.9679999947547911,0.1,,,,4974.67
1273.01,0.6864999830722809,0.1,,,,5638.611111111111
1274.01,1.2599999904632568,0.1,,,,4858.884299665178
1275.01,0.7475000023841858,0.1,,,,5475.656666666667
1276.01,,0.1,,,,3741.4925
1277.01,0.7290000021457672,0.1,,,,5590.372222222222
1277.02,0.7290000021457672,0.1,,,,5590.372222222222
1278.01,1.468999981880188,0.1,,,,3976.1683333333335
1279.01,0.6480000019073486,0.1,,,,5416.575555555555
1280.01,,0.1,,,,4722.236
1281.01,0.4159999936819076,0.0555472777318505,,,,6102.905555555556
1282.01,0.4545000195503235,0.1,,0.9689951,,6410.889999999999
1283.01,0.8759999871253967,0.1,,10.338612549645996,,5307.3325
1286.01,0.4804999977350235,0.1,,,,6430.1875
1287.01,0.6019999980926514,0.0,,,,5874.136666666666
1288.01,0.8845000267028809,0.1,,,,5644.795714285714
1291.01,0.5694999992847443,0.1,,,,5965.43
1293.01,0.6450000107288361,0.1,,,,5743.286
1294.01,0.8420000076293945,0.1,,,,5642.545000000001
1295.01,0.5130000114440918,0.1,,,,6387.625
1296.01,0.9470000267028807,0.1,,,,5528.67
1298.01,0.7089999914169312,0.1,,,,5481.011666666666
1300.01,0.4326666792233785,0.0117851158295656,,2.8717518,,6721.346399147727
1301.01,1.246999979019165,0.1,,,,4852.88
1301.02,1.246999979019165,0.1,,,,4852.88
1302.01,0.4544999897480011,0.1,,,,6608.245
1307.01,,0.1,,,,4985.863
1311.01,0.2644999921321869,0.1,,,,8077.8
1312.01,0.550000011920929,0.1,,,,6301.018571428572
1318.01,0.2980000078678131,0.1,,4.99024,,6044.666666666667
1320.01,0.4979999959468841,0.1,,,,6604.129984375
1322.01,0.0935000032186508,0.1,,,,8479.734
1324.01,0.4729999899864197,0.1,,,,6516.43
1326.01,0.1941111154026455,0.0427718588305284,,8.04169,,8223.166666666666
1327.01,0.1373333359758059,0.0280574808035868,,,,8245.5
1328.01,0.4245000034570694,0.1,,,,6231.533333333333
1333.01,0.4729999899864197,0.1,,,,6831.30875
1337.01,0.1539999991655349,0.1,,,,8857.2
1338.01,0.5450000166893005,0.1,,,,6080.644545454546
1339.01,0.7527500092983246,0.0189258305284296,,,,5483.35625
1339.02,0.7527500092983246,0.0189258305284296,,,,5483.35625
1339.03,0.7527500092983246,0.0189258305284296,,,,5483.35625
1345.01,1.2230000495910645,0.1,,,,5028.482857142858
1346.01,1.14900004863739,0.1,,,,4953.205000000001
1346.02,1.14900004863739,0.1,,,,4953.205000000001
1347.01,0.9409999847412108,0.1,,,,5533.02375
1347.02,0.9409999847412108,0.1,,,,5533.02375
1349.01,0.6424999833106995,0.1,,,,5674.740010850695
1350.01,0.4399999976158142,0.1,,,,5915.410000000001
1351.01,0.7504999935626984,0.1,,,,5176.588349609375
1352.01,0.6150000095367432,0.1,,,,5811.4175
1353.01,0.2484999969601631,0.1,,,,7992.866
1355.01,0.1512000113725662,0.0058787800371646,,,,8453.29125
1356.01,0.1059999962647755,0.0169705620179317,,,,10164.266
1361.01,0.356000006198883,0.1,,,,7128.4
1362.01,0.4983333349227905,0.0495602858365374,,,,5903.8
1364.01,0.0393333329508701,0.0164991574198715,,,,8805.0
1366.01,0.6163333058357239,0.1,,,,5753.221
1369.01,0.1112499982118606,0.0312999598681926,,,,8527.266
1371.01,0.4147500097751617,0.0138089610263705,,,,6710.97875
1373.01,0.4173333346843719,0.0395333963701911,,3.852620719482422,,6584.8
1376.01,0.6704999804496765,0.1,,,,5960.377142857143
1378.01,0.1899999976158142,0.1,,,,7864.0
1379.01,0.5006666779518127,0.0854959479441346,,,,6022.2
1381.01,0.1025000065565109,0.1,,,,8096.3125
1382.01,0.4779999852180481,0.0,,,,6965.604285714285
1386.01,0.7129999995231628,0.1,,,,5745.283333333333
1388.01,0.949999988079071,0.1,,4.4651799615016,,5971.692307692308
1389.01,0.9120000004768372,0.1,,3.06317,,5801.914899356642
1393.01,0.3940000087022781,0.1,,,,6715.0625
1394.01,0.6355000138282776,0.1,,,,6284.977142857142
1398.01,0.0009999999310821,0.0030000002589076,,,,8965.57142857143
1399.01,0.734499990940094,0.1,,,,6511.171428571428
1404.01,0.5809999853372574,0.1,,,,6344.135714285714
1404.02,0.5809999853372574,0.1,,,,6344.135714285714
1406.01,0.4259999990463257,0.1,,,,6364.916666666667
1407.01,0.4013333295782407,0.1989745927380223,,9.975961460489907,,6102.655
1408.01,0.5884999930858612,0.0592853268341114,,,,6287.358333333334
1409.01,0.5658333202203115,0.0051774010129115,,,,6020.3636
1410.01,1.156999945640564,0.1,,,,4620.873333333333
1411.01,1.3910000324249268,0.1,,,,4204.286666666667
1412.01,1.1369999647140503,0.1,,,,4181.1560252929685
1413.01,0.7510000467300415,0.1,,,,5397.311250000001
1414.01,0.3400000035762787,0.1,,,,6999.497753906249
1415.01,0.5073999762535095,0.0019595955964177,,,,6303.327142857143
1416.01,,0.1,,,,4907.846666666667
1417.01,0.4306666652361552,0.0419550101054219,,,,7054.977500000001
1418.01,0.1153333336114883,0.0059628491289913,,,,8340.305555555555
1419.01,0.7434999942779541,0.1,,2.899791312962124,,5094.213489257812
1420.01,0.915000021457672,0.1,,,,5465.2575
1421.01,0.5529999732971191,0.1,,2.887904517,,6650.666666666667
1422.01,0.5499999523162842,0.1,,,,5907.1325
1424.01,1.0920000076293943,0.1,,,,4642.417176339286
1425.01,0.6092499792575836,0.0732132996668694,,,,5800.938571428572
1430.01,,0.1,,,,5087.666666666667
1432.01,0.6926667094230652,0.1,,,,5531.82
1433.01,,0.1,,,,3782.332
1434.01,0.7904000163078309,0.0007999897003173,,,,5349.260521175987
1435.01,0.8944999873638153,0.1,,,,5167.862499999999
1436.01,1.0369999408721924,0.1,,,,4994.85199609375
1437.01,0.5460000038146973,0.0,,,,5933.332916666666
1438.01,0.8005000054836273,0.1,,,,5246.028333333333
1438.02,0.8005000054836273,0.1,,,,5246.028333333333
1439.01,0.6944999992847443,0.1,,,,5859.454444444444
1440.01,0.5153333395719528,0.0421056918516526,,,,6300.224357142857
1440.02,0.5153333395719528,0.0421056918516526,,,,6300.224357142857
1441.01,0.5995000004768372,0.1,,,,5921.737777777777
1442.01,,0.1,,,,3883.4425
1443.01,0.5929999947547913,0.1,,,,5191.974444444445
1444.01,0.6289999932050705,0.1,,,,5567.36875
1445.01,0.6852500140666962,0.0666535004130511,,,,6195.2275
1445.02,0.6852500140666962,0.0666535004130511,,,,6195.2275
1446.01,0.6039999723434448,0.1,,,,5207.706
1446.02,0.6039999723434448,0.1,,,,5207.706
1447.01,0.4598333338896433,0.1521330792225844,,,,6840.448666666666
1448.01,1.4240000247955322,0.1,,,,3845.114
1449.01,,0.1,,,,4265.391666666666
1449.02,,0.1,,,,4265.391666666666
1450.01,,0.1,,,,3621.3018181818175
1451.01,0.6489999890327454,0.1,,,,5742.923000000001
1452.01,1.590000033378601,0.1,,,,3729.70375
1453.01,1.003000020980835,0.1,,,,4692.047777777778
1453.02,1.003000020980835,0.1,,,,4692.047777777778
1454.01,,0.1,,,,5972.075
1455.01,0.5583333373069763,0.053505970287047,,,,6522.447475585937
1456.01,0.5479999780654907,0.1,,,,6087.9375
1457.01,0.4375555581516689,0.0067677484119588,,165.377778,,6380.984444444444
1458.01,0.5663333435853323,0.0841440609771032,,2.776554288166591,,6125.870544704861
1459.01,0.8485000133514404,0.1,,,,5155.0028571428575
1460.01,0.6143333315849304,0.1,,6.84119005,,5736.468888888889
1461.01,0.5960000157356262,0.1,,,,5946.541428571429
1462.01,0.6162000161647796,0.005599998545649,,,,5857.683676093749
1463.01,0.8029999732971191,0.1,,2.8792319,,5590.148725585937
1464.01,0.6959999799728394,0.1,,,,5056.65
1465.01,0.6230000257492065,0.1,,1.4200172328474423,,4838.144285714286
1466.01,0.8299999833106995,0.1,,,,4273.0
1467.01,1.491000056266785,0.1,,,,3953.08375
1468.01,1.506999969482422,0.1,,,,3930.35
1468.02,1.506999969482422,0.1,,,,3930.35
1469.01,,0.1,,,,4793.165875
1469.02,,0.1,,,,4793.165875
1470.01,1.402999997138977,0.1,,,,3902.756666666666
1471.01,0.6833333373069763,0.0080138860695584,,,,5620.944010416667
1471.02,0.6833333373069763,0.0080138860695584,,,,5620.944010416667
1472.01,1.1480000019073486,0.1,,,,5137.505714285714
1473.01,0.5950000286102295,0.1,,,,5975.723636363636
1475.01,0.0833999961614608,0.0649541318416595,,,,9134.70875
1477.01,0.4646666944026947,0.1,,2.7325321,,6659.903333333334
1478.01,0.6949999928474426,0.1,,,,5674.667142857143
1480.01,0.1689999997615814,0.0,,,,10096.0
1481.01,0.2275000065565109,0.0034999996423721,,,,8277.285714285714
1482.01,0.4814999997615814,0.1,,,,6493.533333333333
1485.01,0.9330000281333924,0.1,,,,5013.860000000001
1487.01,0.9547272324562072,0.0174569152295589,,,,4902.218
1488.01,0.3121428489685058,0.0307637434452772,,,,7452.320625
1489.01,0.9366666674613952,0.0032998453573119,,,,4959.9975
1490.01,1.0803333520889282,0.1,,,,4853.183333333333
1491.01,0.9390000104904176,0.1,,,,5735.535714285715
1493.01,0.5805000066757202,0.1,,,,5895.8
1494.01,0.4865000247955322,0.1,,,,6322.208571428571
1505.01,0.515999992688497,0.0551543212899221,,,,6186.618571428572
1506.01,0.210499994456768,0.1,,,,8009.45
1508.01,0.4070000052452087,0.1,,,,6721.514999999999
1512.01,,0.1,,,,3281.165
1516.01,0.4309999942779541,0.1,,,,6381.514999999999
1518.01,0.4240000049273173,0.2177888804008701,,,,7523.003333333334
1520.01,0.4960000067949295,0.1,,,,6029.213333333333
1521.01,0.5633333325386047,0.0094280814244929,,,,6044.25
1527.01,0.3844999969005584,0.1,,,,7297.8
1528.01,0.1866666699449221,0.0612825889672395,,,,7522.0
1531.01,0.9432500004768372,0.2156598702621469,,,,5322.784000000001
1532.01,0.4590000063180923,0.1,,,,6723.075
1533.01,0.8925000131130219,0.1,,,,5079.108333333334
1533.02,0.8925000131130219,0.1,,,,5079.108333333334
1536.01,0.1319999992847442,0.1,,,,8534.375
1537.01,0.7400000095367432,0.1,,,,5830.6025
1538.01,0.5715000033378601,0.1,,,,6008.295
1542.01,0.8975000381469727,0.0077942055650055,,,,4977.787111111112
1544.01,1.125499963760376,0.1,,,,4630.4220000000005
1546.01,0.6705000400543213,0.1,,,,6049.040034555288
1548.01,0.5699999928474426,0.1,,,,5886.388096923829
1551.01,0.5174999833106995,0.1,,,,6700.790778245193
1553.01,0.3910000026226043,0.1,,,,6849.686259765625
1554.01,0.7129999995231628,0.1,,16.966631153196097,,5537.627518694197
1559.01,0.2860000133514404,0.1,,,,8235.835625
1560.01,0.1544999927282333,0.1,,,,8636.5
1563.01,1.0700000524520874,0.1,,,,4690.35125
1564.01,0.19200000166893,0.1,,,,8119.7075
1565.01,0.4469999969005584,0.1,,,,7609.544285714285
1567.01,0.9829999804496764,0.1,,,,4641.228326822918
1569.01,0.6744999885559082,0.1,,,,5814.908
1573.01,0.6394444431728786,0.0066518484381144,,21.216526651032364,,5994.727272727273
1576.01,0.9043333530426024,0.1,,,,4992.822857142857
1580.01,0.5859999656677246,0.1,,,,6196.328571428572
1581.01,0.6669999957084656,0.1,,,,6045.2675
1586.01,1.3899999856948853,0.1,,,,4474.4125
1588.01,0.2683333357175191,0.0160277580901673,,,,8610.841666666667
1596.01,0.3535000085830688,0.1,,,,7137.756962139422
1598.01,0.690666675567627,0.1,,,,6072.632222222223
1599.01,0.3511428534984588,0.1425015541099815,,1.21991277120341,,7384.316315789474
1601.01,0.687999963760376,0.1,,,,5953.38
1602.01,0.656499981880188,0.1,,,,5954.909112215909
1603.01,0.5609999895095825,0.1,,,,6466.283571428571
1605.01,0.7850000262260437,0.1,,,,5598.458333333333
1606.01,0.7080000042915344,0.1,,,,5677.005714285714
1609.01,0.5144999921321869,0.1,,,,5906.18
1610.01,1.093999981880188,0.1,,,,5820.529625
1611.01,,0.1,,,,5084.06
1612.01,0.7000000029802322,0.0609425922985284,,,,6033.483749999999
1616.01,0.5109999924898148,0.1,,,,6559.033333333333
1619.01,1.241000056266785,0.1,,,,4395.7283333333335
1620.01,0.4714999943971634,0.1,,,,6622.276666666668
1621.01,0.4660000056028366,0.1,,,,6049.335714285714
1623.01,0.2349999994039535,0.1,,,,7352.55
1626.01,0.8769999742507935,0.1,,3.332609,,5809.5625
1627.01,0.5886666774749756,0.151757133135384,,8.233708115966797,,5928.738898654514
1628.01,0.7045000195503235,0.1,,2.1437235133514405,,6129.806470588235
1629.01,0.7224999964237213,0.1,,4.54216874769,,5914.295793489583
1630.01,0.7599999904632568,0.0141421221367394,,,,5468.875
1631.01,0.921500027179718,0.1,,,,5264.434285714286
1633.01,1.555999994277954,0.1,,,,3723.0
1634.01,1.537999987602234,0.1,,,,3766.1511111111113
1636.01,0.930999994277954,0.1,,,,4905.643352864583
1637.01,0.4309999942779541,0.1,,,,6381.046144831731
1640.01,1.6670000553131104,0.1,,,,3874.954
1641.01,0.0442857146263122,0.0312990844249725,,,,9206.25
1642.01,0.9960000216960908,0.1,,,,5526.695625
1643.01,0.977999985218048,0.0,,,,4583.211111111112
1646.01,1.5759999752044678,0.1,,,,3749.692
1648.01,1.037500023841858,0.1,,,,4885.593333333333
1649.01,0.2409999966621399,0.0,,,,8131.426666666666
1651.01,0.417000005642573,0.0422453080493275,,3.7650007,,6714.12
1652.01,0.7513333360354105,0.1212197406069765,,,,5310.137777777778
1653.01,0.4146666526794433,0.1,,,,7579.214285714285
1654.01,0.5515000224113464,0.1,,,,5501.043333333332
1655.01,0.640999992688497,0.1016562645802045,,,,5387.886
1656.01,0.5,0.0,,,,6075.5
1658.01,0.6270000338554382,0.1,,,,6197.073696289062
1659.01,0.5516666769981384,0.0160277721391168,,,,5867.663333333334
1659.02,0.5516666769981384,0.0160277721391168,,,,5867.663333333334
1664.01,0.6099999745686849,0.0282842723713778,,,,6035.755714285714
1669.01,0.8166666825612386,0.0598683901000676,,,,5459.1575
1670.01,0.5294999778270721,0.0004999935626983,,,,6344.71625
1670.02,0.5294999778270721,0.0004999935626983,,,,6344.71625
1670.03,0.5294999778270721,0.0004999935626983,,,,6344.71625
1671.01,1.0460000038146973,0.0,,,,4849.8875
1675.01,0.3592000007629394,0.0302152281079106,,,,6926.571428571428
1676.01,0.4083333313465118,0.0348743775736437,,3.191512961750793,,6658.7147265625
1677.01,0.6144999861717224,0.0845000147819519,,,,5822.912759232954
1680.01,,0.1,,,,3734.613333333333
1681.01,0.7279999852180481,0.1,,,,5709.6414160156255
1682.01,0.4303750060498714,0.0085577122253041,,2.7347724500000004,,6705.58943359375
1683.01,1.1447499990463257,0.1004387438297271,,,,4609.944166666667
1684.01,1.0712999820709228,0.0031321138573079,,,,4799.552222222223
1685.01,1.5010000467300415,0.1,,,,3755.5718230769226
1686.01,0.6559999883174896,0.1,,,,6050.952857142857
1687.01,0.6470000147819519,0.0296310695112464,,,,5666.08125
1688.01,0.6510000228881836,0.1,,6.7169,,6044.767142857143
1689.01,0.706333339214325,0.0044472264125943,0.015,1.998631,,5428.524666666666
1690.01,,0.1,,,,4776.204
1691.01,0.6615000069141388,0.1,,,,5700.892857142857
1692.01,0.4500000029802322,0.1,,,,6520.41875
1692.02,0.4500000029802322,0.1,,,,6520.41875
1693.01,1.503000020980835,0.1,,,,4946.360000000001
1694.01,0.8415000140666962,0.1,,,,5076.1900000000005
1695.01,1.3639999628067017,0.1,,,,3960.4
1696.01,,0.1,,,,4153.055
1697.01,1.2890000343322754,0.1,,,,4001.098
1698.01,0.3610000014305115,0.1,,,,7318.361666666667
1699.01,0.5299999713897705,0.1,,,,5688.194575639204
1701.01,0.99099999666214,0.1,,,,4752.354470486111
1703.01,0.8479999899864197,0.1,,,,5646.275830078125
1706.01,0.6554999947547913,0.1,,,,5625.397142857143
1706.02,0.6554999947547913,0.1,,,,5625.397142857143
1708.01,0.4455000162124634,0.1,,,,6222.552857142858
1709.01,0.5895000100135803,0.1,,,,5854.425
1710.01,0.6480000019073486,0.0,,,,5642.86875
1713.01,0.9120000004768372,0.1,,,,5044.507465820313
1714.01,0.438333327571551,0.1679570022264656,,3.474582780926513,,6527.0960915798605
1715.01,0.350000003973643,0.0353553334397475,,,,6987.7642857142855
1716.01,0.5910000205039978,0.0,,,,5797.1
1717.01,0.3760000020265579,0.1,,,,6223.228888888889
1718.01,0.8514999956289927,0.0968327619542047,,,,5362.638571428572
1719.01,0.5730000053133283,0.0094868185478294,,,,6067.38494117647
1720.01,0.8620000183582306,0.0020000040531158,,2.616340022186008,,5333.459069320913
1721.01,0.4056666692097981,0.063751258648185,,4.125698587777274,,6328.395515625
1722.01,0.6003333131472269,0.0542115243866324,,,,6073.042222222222
1723.01,0.6389999985694885,0.0,,,,5683.205555555555
1725.01,0.5740000009536743,0.1,,1.0911672827974788,,6230.104736842106
1726.01,0.6727142768587385,0.0183592202492151,,7.599999904632568,-4.389999866485596,5661.433330829327
1726.02,0.6727142768587385,0.0183592202492151,,7.599999904632568,-4.389999866485596,5661.433330829327
1727.01,0.8130000233650208,0.1,,,,5588.1225
1728.01,1.2979999780654907,0.1,,,,4062.358
1730.01,1.4229999780654907,0.1,,,,4061.0725
1730.02,1.4229999780654907,0.1,,,,4061.0725
1730.03,1.4229999780654907,0.1,,,,4061.0725
1731.01,0.2816666662693023,0.1,,3.9225260338554384,,6265.6467921875
1732.01,1.6269999742507937,0.1,,,,3972.7333333333336
1734.01,0.6669999957084656,0.1,,,,5726.1049
1735.01,0.453000009059906,0.1,,,,6403.5885714285705
1736.01,0.6697500199079514,0.0168874844305396,,,,5579.457142857143
1737.01,0.4269999861717224,0.0,,,,6462.0
1738.01,1.3960000276565552,0.1,,,,4194.978
1739.01,0.9869999885559082,0.1,,,,4836.0885714285705
1740.01,0.8773333430290222,0.1,,,,5035.7283333333335
1741.01,1.2829999923706057,0.1,,,,4342.047500000001
1742.01,0.6779999931653341,0.0014142234528335,,,,5639.545555555556
1743.01,1.7059999704360962,0.1,,,,3788.4175
1744.01,0.5070000290870667,0.0,,,,6037.415555555555
1745.01,1.616000056266785,0.1,,,,3932.75
1746.01,1.7710000276565552,0.1,,,,3491.75
1746.02,1.7710000276565552,0.1,,,,3491.75
1747.01,1.1050000190734863,0.1,,,,4387.062857142858
1748.01,0.9120000004768372,0.1,,,,4900.212857142857
1749.01,1.2910000085830688,0.1,,,,3993.12
1749.02,1.2910000085830688,0.1,,,,3993.12
1749.03,1.2910000085830688,0.1,,,,3993.12
1750.01,1.241000056266785,0.1,,,,4864.635
1751.01,0.4434999972581863,0.1,,,,6025.645714285715
1752.01,1.4170000553131104,0.1,,,,4135.33
1752.02,1.4170000553131104,0.1,,,,4135.33
1753.01,0.7039999961853027,0.1,,,,5634.622857142857
1754.01,1.5740000009536743,0.1,,,,4018.57919
1755.01,0.4910000115633011,0.1,,,,6587.25
1756.01,1.4270000457763672,0.1,,,,4065.605
1757.01,1.2790000438690186,0.1,,,,4486.4125
1757.02,1.2790000438690186,0.1,,,,4486.4125
1758.01,0.8725000023841858,0.1,,,,5510.416
1759.01,1.3619999885559082,0.1,,,,4025.14625
1761.01,0.6189999878406525,0.1,,,,6090.242857142856
1762.01,0.6830000281333923,0.1,,,,5528.4175
1763.01,1.6440000534057615,0.1,,,,3991.546
1764.01,0.9919999837875366,0.1,,,,4671.76875
1765.01,0.7020000219345093,0.1,,,,5201.143333333333
1766.01,0.4650000035762787,0.1,,2.7032600895548504,,6442.529350585937
1767.01,0.5163333415985107,0.2041083652030375,,4.352630279087067,,5957.703434782609
1768.01,0.6494999825954437,0.1,,,,5672.467
1769.01,0.6570000052452087,0.1,,,,5488.94625
1770.01,0.4760000109672546,0.1,,,,6187.59375
1771.01,0.8600000143051147,0.0,,3.211809988555908,,5300.278269361413
1772.01,0.800000011920929,0.1,,,,5645.573708333333
1772.02,0.800000011920929,0.1,,,,5645.573708333333
1773.01,,0.1,,,,5272.0
1774.01,,0.1,,,,5701.666666666667
1775.01,,0.1,,,,5250.077499999999
1776.01,0.6359999775886536,0.1,,,,5734.5
1777.01,0.6159999966621399,0.0070710610683697,,,,5757.605625
1778.01,0.6194999814033508,0.0074999928474426,,,,5920.854615384616
1779.01,1.503999948501587,0.1,,,,3709.3528571428574
1780.01,0.9179999828338624,0.1,,1.706291,,4994.099967447916
1781.01,0.559499979019165,0.1,,2.972086,,6169.428196022727
1782.01,1.4119999408721924,0.1,,,,4387.0125
1782.02,1.4119999408721924,0.1,,,,4387.0125
1782.03,1.4119999408721924,0.1,,,,4387.0125
1783.01,0.7509999871253967,0.1,,,,5371.608888888888
1784.01,0.4757499694824219,0.0319403670728206,,,,6407.514545454545
1785.01,0.5669999718666077,0.1,,,,6115.438571428572
1787.01,0.3989999890327453,0.1,,,,6292.422857142857
1789.01,0.406499981880188,0.1,,,,5985.772222222222
1790.01,0.465333342552185,0.1475496260219693,,,,5957.308888888889
1791.01,0.5427500158548355,0.0216029693159326,,,,6084.196909090909
1792.01,0.7434999942779541,0.1,,,,5508.779499999999
1793.01,,0.1,,,,5139.300048828125
1794.01,0.6234999895095825,0.1,,,,5629.554285714286
1796.01,,0.1,,,,3785.284
1797.01,0.5979999899864197,0.1,,,,5814.465
1797.02,0.5979999899864197,0.1,,,,5814.465
1798.01,0.8140000104904175,0.1,,,,5071.061281818183
1798.02,0.8140000104904175,0.1,,,,5071.061281818183
1799.01,0.7190000414848328,0.1305871456861496,,,,5737.337500000001
1800.01,0.9355000257492064,0.1,,4.123653493006389,,5624.975540364583
1801.01,1.4600000381469729,0.1,,,,4143.085
1802.01,1.5850000381469729,0.1,,,,4046.924
1803.01,1.184999942779541,0.1,,,,4774.376045454545
1803.02,1.184999942779541,0.1,,,,4774.376045454545
1804.01,0.906000018119812,0.1,,,,5523.487097879464
1805.01,0.9359999895095824,0.1,,,,5303.18005859375
1806.01,1.590999960899353,0.1,,,,4015.478333333333
1806.02,1.590999960899353,0.1,,,,4015.478333333333
1806.03,1.590999960899353,0.1,,,,4015.478333333333
1807.01,0.9983332753181458,0.0484481379389762,,,,4640.650909090909
1808.01,0.574999988079071,0.1,,2.10775865,,6312.8586469572365
1809.01,0.9800000190734864,0.1,,4.46136660563151,,5685.296428571428
1810.01,0.875499963760376,0.1,,1.327278804386902,,5521.5926334635415
1811.01,0.7910000085830688,0.1,,,,4756.9366666666665
1812.01,1.1019999980926514,0.1,,,,5047.582267343751
1812.02,1.1019999980926514,0.1,,,,5047.582267343751
1812.03,1.1019999980926514,0.1,,,,5047.582267343751
1814.01,1.2860000133514404,0.1,,,,5076.26
1815.01,0.777999997138977,0.1,,,,6367.517142857142
1816.01,0.6629999876022339,0.0,,,,5829.548333333333
1817.01,0.4916666746139526,0.1,,,,6168.476558705357
1818.01,0.9070000052452089,0.1,,,,6215.368634114583
1819.01,0.359333336353302,0.0080138860695584,,,,6584.902222222223
1820.01,0.6710000038146973,0.1,,,,5793.703750000001
1821.01,0.8434643075295857,0.0106987424135487,,9.49236,-4.920000076293945,5266.789836699695
1822.01,0.6869999766349792,0.1,,,,5691.619202473958
1823.01,1.0980000495910645,0.1,,,,4775.281666666667
1824.01,0.7983333269755045,0.0575113416460454,,,,5324.43875
1825.01,0.9169999957084656,0.1,,,,5244.0
1826.01,0.6980000138282776,0.1,,,,5545.423333333333
1827.01,,0.1,,,,3709.892
1828.01,0.4659999907016754,0.1,,,,5678.675
1829.01,0.7170000076293945,0.1,,,,5420.666666666667
1831.01,0.387571428503309,0.0243947089624738,,,,6753.492625
1832.01,1.162999987602234,0.1,,,,4864.666666666667
1833.01,0.597000002861023,0.0401061214506626,,3.695880001907348,,6133.9916438125
1834.01,0.7039999961853027,0.1,,,,5581.048968261719
1835.01,0.7280000150203705,0.1,,,,5288.49
1835.02,0.7280000150203705,0.1,,,,5288.49
1836.01,0.4550000131130218,0.1,,,,6279.385
1836.02,0.4550000131130218,0.1,,,,6279.385
1837.01,0.5579999685287476,0.012247466482222,,,,6073.92634
1838.01,0.4919999837875366,0.1,,2.1746742,,6046.56268465909
1839.01,0.7940000295639038,0.1,,,,5364.3633203125
1840.01,0.4978888928890228,0.0401952043175697,,7.845720548637391,,6224.98365
1841.01,0.9480000138282776,0.1,,4.301218333333334,,5253.7967100000005
1842.01,0.6100000143051147,0.1,,,,6015.435
1844.01,0.4229999855160713,0.1,,3.2125466162124634,,4661.825145870536
1845.01,1.0470000505447388,0.1,,,,5191.666666666667
1846.01,1.5850000381469729,0.1,,,,4121.4875
1847.01,0.9110000133514404,0.1,,,,5136.416666666667
1847.02,0.9110000133514404,0.1,,,,5136.416666666667
1848.01,0.703000009059906,0.1,,,,5862.296249999999
1849.01,0.7986666560173035,0.1,,,,5979.19625
1850.01,0.8100000023841858,0.1,,,,5137.452702414773
1851.01,1.006999969482422,0.1,,,,4696.81
1852.01,0.7540000081062317,0.1,,,,5333.551627604166
1853.01,0.8240000009536743,0.1,,,,5016.190776742788
1854.01,0.9800000190734864,0.1,,,,4916.893333333333
1855.01,0.7850000262260437,0.1,,,,5425.518759765625
1856.01,0.843999981880188,0.1,,,,5732.791650000001
1857.01,0.3118000030517578,0.003600001335144,,,,7192.7814285714285
1858.01,1.0479999780654907,0.1,,,,4314.6355598958335
1859.01,0.6430000066757202,0.1,,,,6477.782857142856
1861.01,0.6775000095367432,0.1,,,,5524.018571428572
1862.01,0.4709999859333038,0.1,,5.644199848175049,,6193.924982421876
1864.01,0.5590000152587891,0.1,,,,5929.166666666667
1865.01,0.6959999799728394,0.1,,,,5221.535
1866.01,0.3680000007152557,0.1,,,,6810.804046875
1868.01,0.8579999804496765,0.1,,,,5946.556666666666
1869.01,0.7580000162124634,0.1,,,,5610.51375
1870.01,0.5590000152587891,0.1,,,,6494.240000000001
1872.01,0.6700000166893005,0.1,,2.234927,,6504.5625
1873.01,0.7929999828338623,0.1,,,,5744.658571428571
1873.02,0.7929999828338623,0.1,,,,5744.658571428571
1873.03,0.7929999828338623,0.1,,,,5744.658571428571
1874.01,0.5099999904632568,0.1,,,,7103.161666666667
1875.01,0.5929999947547913,0.1,,,,5789.5
1876.01,0.4110000133514404,0.1,,,,6931.0
1877.01,0.375,0.1,,,,5793.8575
1878.01,0.574999988079071,0.1,,,,5827.666666666667
1879.01,0.414000004529953,0.1,,,,6447.223333333332
1880.01,,0.1,,,,3820.47
1881.01,0.4739999771118164,0.1,,,,6555.943333333334
1882.01,0.1425000131130218,0.1,,,,8493.934
1883.01,,0.1,,,,3852.223333333333
1884.01,1.0839999914169312,0.1,,,,5171.996666666667
1885.01,0.5830000042915344,0.1,,,,5435.0
1886.01,0.6589999794960022,0.1,,,,5734.666666666667
1887.01,1.2829999923706057,0.1,,,,4202.05
1889.01,1.1109999418258667,0.1,,,,4662.9675
1890.01,0.8130000233650208,0.1,,,,5672.075
1891.01,0.5393333435058594,0.027812873919733,,,,6167.525
1892.01,0.7666667103767395,0.1,,,,5327.5975
1893.01,0.5616666674613953,0.2851997159720028,,,,7057.943333333334
1894.01,0.9020000100135804,0.1,,,,5329.597165178572
1895.01,0.4975000023841858,0.1,,,,6542.409999999999
1896.01,0.3989999890327453,0.1,,,,6745.461111111111
1897.01,0.5454999804496765,0.1,,,,6054.409999999999
1897.02,0.5454999804496765,0.1,,,,6054.409999999999
1898.01,0.4925714262894222,0.0085833222772299,,,,6309.850588235294
1899.01,1.593999981880188,0.1,,,,4033.292
1900.01,0.703000009059906,0.1,,3.0566527,,5755.75
1901.01,0.7160000205039978,0.1,,1.36665436,,5833.4702
