,TOI,bv,bv_err,li,prot,rhk,teff
99,201.01,0.5289999842643738,0.004999995231628418,,,,6382.794375
100,201.02,0.5289999842643738,0.004999995231628418,,,,6382.794375
101,202.01,1.0789999961853027,0.1,,,,4824.005999999999
102,203.01,1.6990000009536743,0.1,,,,3446.85875
103,204.01,,0.1,,,,5568.4400000000005
104,205.01,0.44700002670288086,0.1,,,,6621.12
105,206.01,1.6080000400543213,0.1,,,,3640.6
106,208.01,0.7450000047683716,0.1,,,,5502.568888888888
107,209.01,0.8930000066757202,0.1,,,,4904.1883333333335
108,210.01,1.5390000343322754,0.1,,,,3751.1783333333333
109,211.01,0.5634999871253967,0.1,,7.215249773278809,,5835.609212083368
110,212.01,1.559000015258789,0.1,,0.33527019999999996,,3624.943351236979
111,213.01,1.2324999570846558,0.1,,,,4532.651990234374
112,213.02,1.2324999570846558,0.1,,,,4532.651990234374
113,214.01,,0.1,,,,5373.666666666667
114,214.02,,0.1,,,,5373.666666666667
115,215.01,0.6324999928474426,0.1,,,,5734.930714285714
116,216.01,0.9649999737739563,0.1,,,,4986.121184180846
117,216.02,0.9649999737739563,0.1,,,,4986.121184180846
118,218.01,,0.1,,,,4083.1633333333334
119,219.01,0.5450000166893005,0.1,,,,6266.7223086278345
120,220.01,0.8090000152587891,0.1,,,,5301.311
121,223.01,0.8109999895095825,0.1,,,,5098.844285714285
122,224.01,1.4953333139419556,0.1,,,,3902.411666666667
123,225.01,0.9430000185966492,0.1,,,,4776.650000000001
124,227.01,,0.1,,,,3613.4300000000003
125,228.01,0.6909999847412109,0.1,,2.6865015000000003,,5776.5
126,229.01,1.1974999904632568,0.1,,3.126075921253459,,5128.304210526316
127,230.01,0.4659999907016754,0.02835489809513092,,,,6509.299166666667
128,231.01,0.9025000035762787,0.09521949837506176,,3.478877262145767,,5410.466842105263
129,232.01,0.9293333292007446,0.12848171079898474,,1.4278617701815797,,5477.314545454546
130,233.01,1.597000002861023,0.1,,,,3939.9
131,233.02,1.597000002861023,0.1,,,,3939.9
132,234.01,1.3600000143051147,0.1,,,,3814.268
133,235.01,0.4410000145435333,0.1,,,,5916.593990234375
134,237.01,1.409999966621399,0.1,,,,3737.5525
135,238.01,0.8860000371932983,0.1,,,,5034.5675
136,239.01,0.36800000071525574,0.1,,4.1570000648498535,,6127.374285714286
137,240.01,1.1799999475479126,0.1,,,,4228.4366666666665
138,241.01,0.7524999976158142,0.1,,,,5922.356666666667
139,243.01,0.4699999988079071,0.1,,,,5987.801428571429
140,244.01,1.5379999876022339,0.1,,,,3710.1083333333336
141,245.01,0.4934999942779541,0.1052200049161911,,,,6260.0199999999995
142,246.01,0.9039999842643738,0.1,,7.87288,,5081.76298046875
143,247.01,0.7355000078678131,0.1,,3.4254451795639036,,5509.5
144,248.01,0.6513333320617676,0.008692261762917042,,,,5875.915012207031
145,249.01,1.3179999589920044,0.1,,,,4120.7300000000005
146,250.01,0.49266667167345685,0.128388313946019,,1.6285027819103663,,5756.527727272727
147,251.01,0.6365000009536743,0.02570505440235138,,,,5741.183
148,252.01,0.8339999914169312,0.1,,,,5008.684285714286
149,253.01,1.3029999732971191,0.1,,,,4027.974673177084
150,254.01,0.7129999995231628,0.1,,,,5878.965
151,255.01,0.7440000176429749,0.1,,2.8126538399999994,,5556.3975122070315
152,256.01,1.7309999465942383,0.1,,,,3861.1125
153,256.02,1.7309999465942383,0.1,,,,3861.1125
154,257.01,0.5829166489839553,0.003200475506717012,,,,6221.519952380952
155,259.01,0.7689999938011169,0.1,,2.423830817827933,,5420.75
156,260.01,1.2760000228881836,0.1,,,,4121.8240000000005
157,261.01,0.5476999878883362,0.03239768370985985,,,,6102.706875
158,261.02,0.5476999878883362,0.03239768370985985,,,,6102.706875
159,262.01,0.7879999876022339,0.1,,,,5154.5
160,263.01,,0.1,,,,3493.873333333333
161,264.01,0.5109999775886536,0.1,,2.216824035876465,,6215.542352941176
162,265.01,0.8519999980926514,0.1,,5.924262,,5204.982491861979
163,266.01,0.6920000314712524,0.1,,,,5710.395714285715
164,266.02,0.6920000314712524,0.1,,,,5710.395714285715
165,267.01,0.6000000238418579,0.0,,5.76450499332428,,6039.175259650736
166,268.01,0.5719999919335047,0.07335756535896447,,,,5898.682142857143
167,269.01,1.5850000381469727,0.1,,,,3848.1416666666664
168,270.01,1.590999960899353,0.1,,,,3893.04
169,270.02,1.590999960899353,0.1,,,,3893.04
170,270.03,1.590999960899353,0.1,,,,3893.04
171,271.01,0.5810000002384186,0.0029999911785125732,,,,6060.2373333333335
172,272.01,0.9555000066757202,0.1,,3.3098443,,4960.75
173,275.01,0.9019999504089355,0.1,,,,5353.3475
174,277.01,1.4709999561309814,0.1,,,,4010.1275
175,278.01,,0.1,,,,3447.433333333333
176,279.01,1.1699999570846558,0.1,,,,4329.046666666666
177,280.01,0.7593333125114441,0.1,,,,5542.797777777778
178,281.01,0.5149999856948853,0.1,,5.577113,,5976.27089779466
179,282.01,0.6290000677108765,0.11405612528324127,,,,6291.868571428572
180,282.02,0.6290000677108765,0.11405612528324127,,,,6291.868571428572
181,282.03,0.6290000677108765,0.11405612528324127,,,,6291.868571428572
182,282.04,0.6290000677108765,0.11405612528324127,,,,6291.868571428572
183,283.01,0.8019999861717224,0.1,,8.810778,,5243.1224999999995
184,285.01,1.3960000276565552,0.1,,,,3956.7
185,286.01,0.7890000343322754,0.1,,,,5159.607
186,286.02,0.7890000343322754,0.1,,,,5159.607
187,287.01,0.5789999961853027,0.1,,,,5770.0
188,288.01,0.4857500195503235,0.02666810341179371,,,,6577.46
189,289.01,0.6169999837875366,0.1,,,,5585.923333333333
190,292.01,1.1490000486373901,0.1,,,,4623.973333333333
191,293.01,0.5759999752044678,0.1,,,,5886.448333333334
192,294.01,1.1360000371932983,0.1,,,,4591.65
193,295.01,0.6380000114440918,0.1,,,,5830.97
194,297.01,0.8579999804496765,0.1,,,,4907.3966666666665
195,298.01,0.5849999785423279,0.1,,,,6455.0
196,299.01,0.7400000095367432,0.1,,,,5535.8533333333335
197,301.01,0.534000039100647,0.1,,,,5917.083333333333
198,302.01,1.2289999723434448,0.1,,,,4336.363333333334
199,303.01,0.753000020980835,0.1,,3.560829,,5519.23001953125
200,305.01,0.6439999938011169,0.1,,,,5771.0
201,306.01,0.6290000081062317,0.1,,,,5645.560027901786
202,307.01,0.6819999814033508,0.1,,,,5737.0
203,308.01,1.0989999771118164,0.1,,,,4709.443333333334
204,309.01,0.7279999852180481,0.1,,6.15864,,5329.009999999999
205,310.01,0.7279999852180481,0.1,,,,5738.333333333333
206,311.01,1.3580000400543213,0.1,,,,4093.8050000000003
207,312.01,0.6499999761581421,0.1,,,,5729.333333333333
208,314.01,0.9520000219345093,0.1,,,,4804.5575
209,316.01,1.2410000562667847,0.1,,,,4223.4396
210,317.01,0.7760000228881836,0.1,,,,5363.833333333333
211,318.01,1.0110000371932983,0.1,,,,4771.43
212,319.01,1.2489999532699585,0.1,,,,4324.566666666667
213,322.01,0.5759999752044678,0.1,,3.99047,,5992.174285714286
214,323.01,1.180999994277954,0.1,,,,4652.599999999999
215,324.01,0.5120000243186951,0.1,,,,6082.866666666666
216,325.01,1.1410000324249268,0.1,,,,4443.0
217,326.01,0.5835000276565552,0.1,,,,6189.39
218,327.01,0.6510000228881836,0.1,,,,5942.0
219,328.01,0.5730000138282776,0.1,,,,6128.0
220,329.01,0.7490000128746033,0.1,,,,5690.332222222223
221,330.01,1.2330000400543213,0.1,,,,4033.875
222,331.01,0.6539999842643738,0.1,,,,5490.333333333333
223,332.01,0.8389999866485596,0.1,,,,5099.833333333333
224,333.01,0.5600000023841858,0.1,,,,5953.405
225,334.01,0.5116666555404663,0.1,,,,6130.7555555555555
226,338.01,0.47999998927116394,0.1,,,,6676.1242578125
227,340.01,,0.1,,,,5724.0
228,341.01,1.0160000324249268,0.1,,,,4859.8
229,343.01,0.6660000085830688,0.1,,,,5791.110000000001
230,344.01,0.49900001287460327,0.1,,,,6077.076666666667
231,345.01,0.8949999809265137,0.1,,,,5126.0
232,346.01,0.5230000019073486,0.1,,,,6148.333333333333
233,347.01,0.5885000228881836,0.1,,,,6069.832222222223
234,348.01,0.6629999876022339,0.1,,,,5676.903333333333
235,350.01,0.6230000257492065,0.1,,,,5590.333333333333
236,351.01,0.7289999723434448,0.1,,,,5778.747170758928
237,352.01,0.6930000185966492,0.1,,,,5616.294285714285
238,353.01,0.9430000185966492,0.1,,,,4956.333333333333
239,354.01,0.5920000076293945,0.1,,,,5607.194
240,355.01,0.6150000095367432,0.1,,,,5935.402857142857
241,356.01,0.7620000243186951,0.1,,,,5459.89
242,357.01,0.39499998092651367,0.1,,,,6639.4608333333335
243,358.01,0.7020000219345093,0.1,,,,5593.333333333333
244,359.01,0.7085000276565552,0.1,,,,5462.963333333333
245,361.01,1.2769999504089355,0.1,,,,4213.0
246,362.01,0.6949999928474426,0.1,,,,5591.0
247,363.01,0.7379999756813049,0.1,,,,5085.966666666666
248,364.01,0.6019999980926514,0.1,,0.49393,,6197.99
249,365.01,0.6159999966621399,0.1,,,,5753.666666666667
250,366.01,,0.1,,,,5407.0
251,369.01,0.5312857031822205,0.05356628820300102,,,,6236.5314285714285
252,370.01,0.6959999799728394,0.1,,,,5758.666666666667
253,371.01,0.7590000033378601,0.1,,,,5384.833333333333
254,372.01,0.6710000038146973,0.1,,,,5717.889999999999
255,374.01,0.6890000104904175,0.1,,,,5716.333333333333
256,375.01,0.9580000042915344,0.1,,,,4937.692
257,376.01,0.8174999952316284,0.1,,,,5315.186666666667
258,380.01,0.7379999756813049,0.1,,,,5214.666666666667
259,386.01,0.14099998772144318,0.1,,,,8370.0
260,388.01,0.6985000371932983,0.1,,2.903781581289673,,6106.8739951171865
261,391.01,0.8799999952316284,0.1,,1.9550819738192242,,5485.953333333334
262,392.01,0.7103333473205566,0.1,,,,5567.6541333333325
263,394.01,0.5132500007748604,0.018545552399389997,,0.39149,,6221.310617675781
264,395.01,0.6119999885559082,0.1,,,,6042.95753076923
265,396.01,0.4680714225939342,0.05087865692922782,,,,6306.378235294117
266,396.02,0.4680714225939342,0.05087865692922782,,,,6306.378235294117
267,396.03,0.4680714225939342,0.05087865692922782,,,,6306.378235294117
268,398.01,0.7390000224113464,0.1,,1.3680243552316285,,5461.155269325658
269,400.01,0.4910000264644623,0.1,,3.634433,,6222.921274414062
270,402.01,0.9129999876022339,0.1,,,,5117.833333333333
271,402.02,0.9129999876022339,0.1,,,,5117.833333333333
272,403.01,0.45200000206629437,0.09484023273111397,,3.5324016080187115,,6026.972268288352
273,404.01,0.6830000281333923,0.1,,2.9626402400000003,,5479.535714285715
274,406.01,1.4639999866485596,0.1,,,,3846.7799999999997
275,406.02,1.4639999866485596,0.1,,,,3846.7799999999997
276,407.01,0.5950000286102295,0.1,,,,5944.0
277,411.01,0.5319999754428864,0.006000012159347534,,,-4.909999847412109,6177.23
278,411.02,0.5319999754428864,0.006000012159347534,,,-4.909999847412109,6177.23
279,413.01,0.41620001196861267,0.02647564932703972,,3.669828337711182,,6751.692173913043
280,415.01,0.43533334136009216,0.1,,3.6112706,,6551.738585379464
281,418.01,0.7690000534057617,0.1,,2.2359835,,5286.9580000000005
282,421.01,0.7669999599456787,0.1,,,,5411.335
283,421.02,0.7669999599456787,0.1,,,,5411.335
284,422.01,0.6019999980926514,0.1,,,,5781.434285714286
285,423.01,0.5109999775886536,0.1,,3.1616837352180482,,5980.242631578947
286,426.01,0.7419999837875366,0.1,,,,5737.706
287,427.01,0.7085000276565552,0.1,,,,5362.611274414063
288,428.01,0.627499982714653,0.023382668764626507,,,,5799.862363636364
289,429.01,0.8479999899864197,0.1,,,,5136.223333333333
290,431.01,1.0462857035228184,0.004802236577317447,,,,4843.323157894737
291,431.02,1.0462857035228184,0.004802236577317447,,,,4843.323157894737
292,434.01,0.8949999809265137,0.1,,4.3888497,,5072.505999999999
293,435.01,1.3619999885559082,0.1,,,,4105.4375
294,437.01,1.0800000429153442,0.1,,2.7439004,,4845.3425
295,438.01,0.8569999933242798,0.1,,,,5190.741830610795
296,439.01,0.4325000047683716,0.1,,3.8559249866485596,,6239.297352941176
297,442.01,1.440000057220459,0.1,,,,3951.112
298,443.01,0.621999979019165,0.1,,3.310651,,5924.5
299,444.01,0.8804000020027161,0.061226122081279755,,,,5152.493571428572
300,445.01,0.48266664147377014,0.1,,0.76488,,6105.049993024554
301,446.01,0.5049999952316284,0.1,,,,6379.83
302,447.01,0.4946666657924652,0.1,,,,6451.121111111111
303,448.01,1.0839999914169312,0.1,,,,4915.5
304,449.01,0.5929999947547913,0.1,,2.175134128079071,,6422.761052631578
305,450.01,1.49399995803833,0.1,,,,3840.1075
306,451.01,0.8136666417121887,0.1,,,,5455.695
307,451.02,0.8136666417121887,0.1,,,,5455.695
308,451.03,0.8136666417121887,0.1,,,,5455.695
309,452.01,0.8090000152587891,0.1,,4.763388,,5251.034299665179
310,453.01,0.4114999771118164,0.1,,2.7043930343322753,,6300.085350260417
311,454.01,0.4090000092983246,0.1,,,,4377.8
312,455.01,1.7139999866485596,0.1,,,,3938.005
313,457.01,,0.1,,,,3234.1666666666665
314,458.01,0.9229999780654907,0.1,,,,5074.291
315,459.01,0.31566664576530457,0.1,,,,6727.688196135607
316,461.01,0.8730000257492065,0.1,,,,4820.443333333334
317,462.01,0.8009999990463257,0.1,,4.106842,,5128.440028722426
318,465.01,0.9739999771118164,0.1,,3.836169,,4961.94301953125
319,466.01,0.5379999876022339,0.1,,4.1876244,,6493.2
320,468.01,1.5019999742507935,0.1,,3.325271666666667,,3806.0
321,469.01,0.7901666760444641,0.08999708443852562,,,-5.066999912261963,5422.048125
322,470.01,0.8790000081062317,0.1,,6.097314,,5233.442222222222
323,471.01,0.437000036239624,0.1,,3.588709374060059,,6363.297064568014
324,472.01,1.5679999589920044,0.1,,,,3899.5675
325,473.01,0.6570000052452087,0.1,,1.5798958885559082,,5533.5
326,474.01,0.8485000133514404,0.1,,2.51672925,,5338.428571428572
327,475.01,1.371000051498413,0.1,,,,4151.6875
328,476.01,0.3019999861717224,0.1,,,,7114.57375
329,477.01,0.8980000019073486,0.1,,2.9444256,,5057.0160000000005
330,479.01,0.6460000276565552,0.1,,2.7817393499999996,,5479.817777777778
331,480.01,0.5372999906539917,0.009869641624391079,,6.861642,,6214.448894314237
332,481.01,0.7106666564941406,0.1,,10.300000190734863,,5642.328750000001
333,483.01,0.7065000534057617,0.1,,4.378086666666667,,5587.886908052884
334,486.01,,0.1,,,,3800.5
335,487.01,0.6979999542236328,0.1,,15.872625,,5502.05
336,487.02,0.6979999542236328,0.1,,15.872625,,5502.05
337,488.01,1.5,0.1,,,,3748.355
338,489.01,0.6140000224113464,0.1,,3.6467815185966495,,6116.6433333333325
339,490.01,0.5652500092983246,0.046590635640776715,,2.808560012207031,,6296.310404146634
340,491.01,0.7569999694824219,0.1,,3.3327654861717226,,5695.178156960227
341,492.01,0.5199999809265137,0.1,,3.1220109,,6305.349352864583
342,493.01,1.2680000066757202,0.1,,,,4266.952473144531
343,494.01,1.0069999694824219,0.1,,,,4949.1215234374995
344,495.01,0.5090000033378601,0.1,,1.2749255,,6488.316161358174
345,498.01,0.42000001668930054,0.1,,,,6379.53125
346,499.01,0.5644999742507935,0.1,,,,6104.6577777777775
347,500.01,1.1449999809265137,0.1,,,,4492.333333333333
348,501.01,0.7143332958221436,0.1,,1.7100566333333331,,5733.162142857143
349,502.01,0.5855000019073486,0.1,,,,5889.13
350,503.01,0.2709999978542328,0.1,,,,7956.41375
351,505.01,0.4843333065509796,0.1,,3.3294405,,6052.239230769231
352,507.01,,0.1,,,,3843.124
353,508.01,0.3959999978542328,0.1,,4.599999904632568,,7532.220017361112
354,509.01,,0.1,,,,5563.4175
355,509.02,,0.1,,,,5563.4175
356,510.01,0.655999998251597,0.10185284508695629,,,,5849.331818181819
357,511.01,0.4599999934434891,0.1,,3.3559866523615516,,6420.087500813803
358,512.01,0.7545000314712524,0.1,,,,5278.85375
359,512.02,0.7545000314712524,0.1,,,,5278.85375
360,514.01,1.0700000524520874,0.1,,11.389049243913085,,5002.818181818182
361,515.01,1.0069999694824219,0.1,,3.114924782384186,,4967.133
362,516.01,,0.1,,,,3980.594
363,518.01,0.5164999961853027,0.1,,,,5687.266250000001
364,519.01,,0.1,,,,3810.0199999999995
365,520.01,0.29133331775665283,0.1,,,,7038.03625
366,521.01,1.5770000219345093,0.1,,,,3850.1871428571426
367,522.01,0.24160000383853913,0.0029393863481309264,,,,7560.490909090909
368,524.01,0.39499998092651367,0.1,,,,6858.846658528647
369,525.01,0.5130000114440918,0.1,,,,6471.623333333333
370,527.01,0.35100001096725464,0.0,,,,7583.682857142857
371,530.01,1.3049999475479126,0.1,,,,4122.931666666666
372,532.01,1.444000005722046,0.1,,,,3982.1220000000003
373,533.01,1.0230000019073486,0.1,,,,4773.870013950893
374,534.01,,0.1,,4.035843756585015,,5757.804536576704
375,535.01,0.8640000224113464,0.1,,2.8282291992370605,,5689.925
376,536.01,0.8255000114440918,0.1,,9.235883505086264,,5682.5
377,537.01,0.6164999902248383,0.1,,4.036776099591064,,6122.2775
378,539.01,0.9739999771118164,0.1,,,,4719.735555555555
379,540.01,1.5950000286102295,0.1,,,,3493.9814285714283
380,541.01,,0.1,,,,5033.8325
381,542.01,0.8849999904632568,0.1,,,,5033.75
382,544.01,1.2269999980926514,0.1,,,,4416.6849999999995
383,545.01,0.7860000133514404,0.1,,1.9000660529064604,,5378.54
384,546.01,0.5899999737739563,0.1,,9.201759459764268,,6195.714285714285
385,547.01,0.5989999771118164,0.1,,1.5089326070845173,,6171.383585379464
386,548.01,0.8264999985694885,0.1,,3.897083009298325,,5881.6
387,551.01,1.3826665878295898,0.1,,2.647298,,3957.8
388,552.01,1.3609999418258667,0.1,,,,3789.8419999999996
389,553.01,0.8759999871253967,0.1,,,,5319.918181818181
390,553.02,0.8759999871253967,0.1,,,,5319.918181818181
391,553.03,0.8759999871253967,0.1,,,,5319.918181818181
392,554.01,0.39980000257492065,0.13239999115467072,,,,6357.461530949519
393,554.02,0.39980000257492065,0.13239999115467072,,,,6357.461530949519
394,555.01,,0.1,,,,4153.116
395,557.01,1.4869999885559082,0.1,,,,3974.2999999999997
396,558.01,0.5015000104904175,0.1,,,,6782.91125
397,559.01,0.6080000400543213,0.1,,,,5882.0028571428575
398,561.01,0.6805000305175781,0.1,,,,5361.522857142858
399,561.02,0.6805000305175781,0.1,,,,5361.522857142858
400,561.03,0.6805000305175781,0.1,,,,5361.522857142858
401,562.01,,0.1,,,,3780.0
402,563.01,0.7179999947547913,0.1,,,,5416.125714285714
403,564.01,0.6899999976158142,0.1,,,,5739.110833333333
404,565.01,0.5830000042915344,0.1,,,,6151.263199999999
405,567.01,0.6129999756813049,0.1,,1.5372934321744385,,5902.491596875
406,568.01,0.029599999263882636,0.009891410078013791,,9.596295,,8153.036666666667
407,569.01,0.749500036239624,0.1,,,,5888.328750000001
408,570.01,0.6139999628067017,0.1,,,,5895.975
409,571.01,0.659000039100647,0.1,,4.641918066121419,,5915.9370195312495
410,572.01,0.4129999876022339,0.1,,,,6870.627142857143
411,573.01,1.5420000553131104,0.1,,,,4030.0750000000003
412,574.01,0.594499945640564,0.1,,3.302386075,,6001.1812744140625
413,576.01,0.6240000128746033,0.1,,,,6117.072
414,577.01,0.6129999756813049,0.1,,,,6276.9375
415,578.01,0.6610000133514404,0.1,,2.052868,,5932.166666666667
416,579.01,0.9314999580383301,0.1,,,,4881.662857142857
417,580.01,0.2239999920129776,0.1,,,,8659.574
418,581.01,-0.021666666492819786,0.1,,,,9461.5
419,583.01,0.048500001430511475,0.1,,,,8870.5
420,585.01,0.47450000047683716,0.005499988794326782,,,,6242.514292689732
421,586.01,0.1599999964237213,0.1,,,,8242.916666666666
422,587.01,0.011500000022351742,0.0015000002458691597,,,,9539.444444444445
423,588.01,-0.013875000178813934,0.009252533316612244,,13.473506,,9408.666666666666
424,594.01,0.07750000059604645,0.1,,,,8922.5
425,601.01,0.718999981880188,0.1,,,,5581.243
426,602.01,0.1599999964237213,0.1,,,,8171.0
427,603.01,0.6492000222206116,0.013526270166039467,,,,5878.603858173077
428,605.01,0.23250000178813934,0.1,,,,7426.333333333333
429,608.01,0.22850000858306885,0.1,,1.1905,,7813.586
430,609.01,0.6979999542236328,0.1,,,,5323.99
431,611.01,0.9359999895095825,0.1,,,,4946.646
432,612.01,0.41600000858306885,0.1,,22.865,,6740.857142857143
433,613.01,0.862500011920929,0.1,,,,5006.52125
434,615.01,0.30799999833106995,0.1,,,,6577.166666666667
435,616.01,0.3044999837875366,0.1,,,,7409.866
436,618.01,0.6069999933242798,0.1,,,,5969.383333333334
437,620.01,1.4259999990463257,0.1,,,,3941.8825
438,621.01,0.24900000045696893,0.11250925875022216,,3.112338,,7977.666666666667
439,622.01,0.5736666321754456,0.1,,,,6513.09375
440,624.01,0.23166663944721222,0.1,,2.700000047683716,,8188.888333333333
441,625.01,0.1834999918937683,0.1,,4.800000190734863,,7720.194974459135
442,626.01,0.14999999105930328,0.1,,4.400000095367432,,8205.964285714286
443,628.01,0.5794999599456787,0.1,,,,6072.7300000000005
444,629.01,0.0729999989271164,0.1,,,,8746.556666666665
445,630.01,0.29350000619888306,0.1,,4.901942,,7084.268333333333
446,634.01,0.6207499504089355,0.05557595193386078,,,,5907.085868303571
