LAMOST,ObsID,Gaia,RAJ2000_x,DEJ2000_x,S_N,RVel,Teff_x,logg_x,__Fe_H_,A_Li_,DelA_Li_,e_DelA_Li_,Flag,Lim,DR7,Simbad,angDist,TIC ID,TOI,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,Planet Name,Pipeline Signal ID,Source_1,Detection,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,Comments,ra_deg,dec_deg,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_y,b_Teff,B_Teff,logg_y,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000_y,DEJ2000_y,e_RAJ2000,e_DEJ2000,RADEcorJ2000,GaiaDR3
J094053.50+275700.5,790203163,647864446160474624,09 40 53.50,+27 57 00.6,97,27,5605,4.3,0.46,2.0,0.2,0.1,1,0,0,Simbad,0.008426,125552076,3856.01,,3,4,4,3,4,4,4,80.1,184.8,117.53,6,6,4,PC,PC,11.655,0.007,,1,qlp-s48-tois,FAINT,09:40:53.5,27:57:00.57,-20.972,0.064,-5.579,0.052,2459631.884549,0.0003401,2.0436029,1.3e-06,1.513,0.077,14.185118,0.004147,12980.0,3.81919,13.3605,0.771249,321.632,1179.0,110.0,314.443,4.617,5568.0,129.4,4.32,0.08,1.13,0.06,,,0.98,0.12984,"21,48",2021-06-23,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,145.22291666666663,27.95015833333333,Gaia DR3 647864446160474624,145.22291904628,27.95015730381,0.0,0.0,120,1636148068921376768,647864446160474624,892815913,0.0111,0.0086,3.2059,0.0144,222.859,21.764,-21.061,0.014,-5.487,0.011,-0.4497,-0.2707,-0.1884,0.2089,0.2639,0.1805,-0.5991,0.4671,-0.2604,-0.3391,469,469,467,2,-2.7488,677.1,0.047,3.3071,31,1,1.534,,,,,,,,53,20,0.021792,56,0.01231,136.1,1,0,0.91,0,490,266809.86637,53.5757,4980.06,12.121862,0.002764,54,137747.0,85.7733,1605.95,12.490834,0.002871,52,182479.0,63.3031,2882.62,11.594864,0.003798,1.2,0.0,1.0,0.0,1.0,0,0.89597,0.368972,0.526999,32.98,0.67,1.0,25.0,9.0,16.0,34.849,1.5905,0.037693,877.801,10.02,5500.0,4.0,0.5,111.0,,,,11.387456,0.013771,16.0,,NOT_AVAILABLE,0.0,0.0,0.999838,5496.8,5488.9,5506.6,4.3404,4.3341,4.3465,0.3027,0.2954,0.312,306.8853,305.5257,308.3113,0.0079,0.0025,0.0148,0.0065,0.002,0.0122,0.0034,0.0011,0.0065,MARCS,145.2230250106,27.95018168991,0.227342,0.176046,-0.3452,647864446160474624
J073244.21+335006.0,702810002,893550942158776832,07 32 44.22,+33 50 06.1,99,19,6653,4.06,0.04,2.9,0.1,0.0,4,0,8,Simbad,0.035231,239154970,1714.01,,5,5,5,5,5,5,5,105.1,158.0,317.0,0,0,2,KP,KP,10.7131,0.008,,1,qlp-s47-tois,SPOC/QLP,07:32:44.22,33:50:06.08,0.096,0.073,-2.647,0.07,2459603.425538,0.0001597,3.4744763,1.9e-06,4.258,0.018,14.119119,0.000108,12920.0,0.0996836,19.6131,0.810264,1701.38,1789.0,267.0,396.11,7.5075,6642.3,107.3,4.14,0.09,1.67,0.07,0.021,0.01,1.4,0.236512,"20,44,45,46,47",2020-02-19,2022-06-28,2022-12-14 12:09:24,HAT-P-33 b,113.18425,33.83502222222222,Gaia DR3 893550942158776832,113.18423829688,33.83502109508,0.0,0.0,110,1636148068921376768,893550942158776832,1682584989,0.0183,0.0168,2.5186,0.0195,128.9527,2.448,-0.125,0.024,-2.444,0.023,-0.0689,0.0447,0.156,0.2738,-0.2594,0.2941,-0.0866,-0.1338,0.2018,-0.1486,188,188,186,2,0.4134,597.51,0.121,20.356,31,0,1.609,,,,,,,,22,15,0.035931,25,0.1686,9.95,0,0,1.02,0,194,733141.71229,274.824,2667.68,11.024397,0.002785,23,435392.0,392.215,1110.09,11.241342,0.002957,21,433808.0,261.912,1656.31,10.654653,0.003836,1.186,0.0,0.0,0.0,0.0,0,0.586689,0.216945,0.369744,22.21,0.66,1.0,12.0,3.0,10.0,44.539,-0.73759,0.868485,916.191,7.06,6750.0,4.0,0.0,222.0,12.0656,3.8597,9.0,10.515864,0.006234,9.0,,VARIABLE,0.0,0.0,0.999617,6466.9,6447.1,6486.4,4.0947,4.09,4.1002,-0.4675,-0.4774,-0.4574,387.9433,384.9883,390.6442,0.0211,0.0111,0.0303,0.0184,0.0097,0.0265,0.0099,0.0052,0.0143,A,113.18423896699,33.83503195863,0.388823,0.371666,-0.1751,893550942158776832
J090709.42+151220.4,691405095,607345660265955456,09 07 09.43,+15 12 20.4,86,17,5751,4.23,0.09,2.1,0.1,0.1,2,0,10,Simbad,0.061051,330690135,5170.01,,5,5,5,5,5,5,5,4.0,31.0,28.01,0,1,3,KP,KP,11.5559,0.007,,1,spoc-s42-s46-b0A,SPOC,09:07:09.43,15:12:20.44,-5.996,0.076,-10.886,0.059,2459558.616394,0.004437971,14.7565014944677,0.0016876621,4.9375033182692,0.37319934,2.433126,0.14796,2238.48300345558,136.26735,5.73956169727001,0.9270195,102.126649480039,810.782788063575,12.945139,343.99,5.1565,5790.7,105.0,4.3,0.07,1.201740026474,0.0541709,0.118188,0.0272167,1.04,0.134105,"44,45,46,72",2022-02-08,2024-02-01,2024-02-02 00:00:00,K2-333 b,136.78929166666666,15.205677777777778,Gaia DR3 607345660265955456,136.7892743144,15.20567509377,0.0,0.0,118,1636148068921376768,607345660265955456,1261948772,0.0156,0.0111,2.8479,0.0184,154.7586,12.402,-6.102,0.021,-10.797,0.015,-0.5171,0.0709,-0.0354,-0.0573,0.0324,-0.1382,-0.3399,0.1596,-0.0643,-0.204,404,404,398,6,1.5781,891.52,0.092,12.822,31,1,1.557,,,,,,,,47,17,0.029479,50,0.0587,13.1,0,0,1.056,0,400,304937.62882,64.1093,4756.53,11.976839,0.002765,48,164207.0,59.0666,2780.04,12.30006,0.002817,48,200547.0,59.3595,3378.51,11.492356,0.003793,1.196,0.0,0.0,0.0,0.0,0,0.807704,0.323221,0.484483,21.95,0.6,1.0,27.0,3.0,13.0,36.796,-0.12509,0.498519,751.097,10.67,6250.0,4.0,0.5,444.0,,,,11.305834,0.014855,23.0,,NOT_AVAILABLE,0.0,0.0,0.99979,5703.0,5701.3,5706.2,4.2432,4.2368,4.2502,-0.0496,-0.0551,-0.0438,336.5345,334.1492,338.9549,0.0008,0.0001,0.0029,0.0007,0.0001,0.0024,0.0004,0.0,0.0013,MARCS,136.78930241794,15.20572307858,0.33348,0.250299,-0.1926,607345660265955456
J034221.63+581743.1,693104077,449201425382079744,03 42 21.63,+58 17 43.2,101,-14,6242,4.36,0.04,2.9,0.1,0.1,7,0,8,Simbad,0.030926,317252733,3735.01,TIC 317252733.01,3,4,3,3,3,4,4,56.8,189.1,86.07,2,15,1,PC,PC,11.3032,0.006,,1,spoc-s59-b0A,QLP,03:42:21.63,58:17:43.2,-7.014,0.039,-10.691,0.041,2459912.078486,0.00076804176,3.35268433312244,0.00016611945,3.95790576371341,0.05016674,12.480416,0.174049,11429.073893485,160.2925,11.1102206632244,1.1268069,643.214436153238,1284.42483811144,71.605354,278.597,2.086,6245.0,106.5,4.51,0.11,1.01575994491577,0.102229,0.037,0.017,1.211,0.172903,"19,59",2021-06-23,2023-03-06,2023-03-24 12:12:10,found in faint-star QLP search,55.590125,58.29533333333333,Gaia DR3 449201425382079744,55.59014057602,58.29533072796,0.0,0.0,40,1636148068921376768,449201425382079744,1269995285,0.0089,0.0092,3.5493,0.0131,270.9431,12.963,-7.2,0.014,-10.78,0.014,0.2132,0.0216,-0.1431,0.2688,-0.0406,0.2451,0.258,0.0589,0.0799,0.1495,498,498,490,8,-0.1311,1096.4,0.087,12.94,31,1,1.525,,,,,,,,58,23,0.021599,63,0.007465,147.6,0,0,0.995,0,514,357689.99434,116.731,3064.22,11.8036,0.002778,61,180390.0,164.056,1099.57,12.198009,0.00296,60,254364.0,146.456,1736.8,11.234257,0.003831,1.215,0.0,1.0,0.0,0.0,0,0.963753,0.394409,0.569344,-9.39,0.93,1.0,25.0,11.0,17.0,44.282,2.9685,0.001707,931.367,15.94,6250.0,4.5,0.0,222.0,,,,11.001806,0.009865,14.0,,VARIABLE,0.0,0.0,0.999906,5901.2,5883.4,5916.3,4.2945,4.2884,4.2983,-0.3872,-0.4046,-0.3722,278.2555,277.0613,280.526,0.5099,0.4991,0.5195,0.4255,0.4162,0.4335,0.2303,0.2253,0.2347,MARCS,55.59020146162,58.29537863994,0.230948,0.228213,0.13,449201425382079744
J082744.79+173445.5,695408052,662078902422542336,08 27 44.80,+17 34 45.6,47,24,4650,4.6,-0.02,0.8,0.3,0.1,1,0,68,Simbad,0.024291,7059054,5072.01,,5,5,5,5,5,5,5,22.5,112.0,44.07,0,3,8,KP,KP,12.244,0.007,,1,qlp-s71-ffi,SPOC/QLP,08:27:44.8,17:34:45.58,-13.871,0.062,-14.712,0.04,2460255.017005,0.0081182,5.185768,1.64e-05,2.356,0.166,14.209318,0.555583,13002.0,511.58,7.50399,0.660588,126.877,935.0,256.0,169.398,1.0545,4664.8,144.3,4.68,0.11,0.65,0.06,0.110723,0.0130056,0.74,0.0906058,"44,45,46,71",2022-01-06,2024-01-17,2024-01-27 12:11:53,K2-121 b,126.93666666666664,17.579327777777777,Gaia DR3 662078902422542336,126.93666036517,17.57932470513,0.0,0.0,114,1636148068921376768,662078902422542336,1447972889,0.0153,0.0104,5.907,0.018,328.8673,20.1,-13.866,0.018,-14.552,0.013,-0.4309,-0.0954,-0.1395,0.1452,-0.0101,0.1178,0.3081,0.2905,-0.3078,-0.4477,422,251,421,1,-0.8403,692.99,0.084,8.0473,31,1,1.445,,,,,,,,49,17,0.026949,58,0.04842,102.4,0,0,0.97,0,473,128630.51204,39.8289,3229.58,12.914007,0.002776,53,53355.1,64.7289,824.285,13.520602,0.003085,52,106923.0,94.6889,1129.2,12.175219,0.0039,1.246,0.0,0.0,0.0,0.0,0,1.345384,0.606595,0.738789,29.8,0.95,1.0,34.0,3.0,14.0,28.782,-0.12192,0.523836,967.556,20.86,4500.0,4.5,0.0,222.0,,,,11.898407,0.015607,31.0,29.30012,VARIABLE,0.0,0.0,0.999697,4612.2,4607.6,4616.5,4.6194,4.6153,4.6232,0.0743,0.0634,0.0826,168.2746,167.8211,168.7391,0.0816,0.0748,0.0882,0.0624,0.0571,0.0674,0.0327,0.0299,0.0354,PHOENIX,126.93672501148,17.57938937888,0.284412,0.204248,-0.4652,662078902422542336
J033651.62+444611.6,623403089,244676903809422080,03 36 51.63,+44 46 11.7,13,-85,4983,4.6,0.17,1.7,0.4,0.2,1,1,16,Simbad,0.059678,65440953,3665.01,,1,4,4,1,4,4,4,12.3,60.9,13.34,1,0,5,PC,PC,12.4829,0.006,,1,qlp-s18-faintsearch,FAINT,03:36:51.6,44:46:11.44,-23.228,0.12,-14.648,0.106,2458812.783914,0.0064587,0.8746494,0.0004607,1.576,0.307,2.075739,0.009681,1910.0,8.91633,3.71319,0.355009,1522.95,1740.0,11.0,244.03,3.499,4977.4,111.6,4.54,0.09,0.81,0.05,0.162629,0.0510917,0.823,0.098683,18,2021-06-23,2024-08-22,2024-08-22 00:00:00,V-shaped; found in faint-star QLP search,54.215,44.769844444444445,Gaia DR3 244676903809422080,54.21497666541,44.76984383698,0.0,0.0,55,1636148068921376768,244676903809422080,877195250,0.0429,0.0376,3.8435,0.0544,70.6766,27.304,-23.384,0.061,-14.095,0.059,0.3473,0.172,0.1235,0.1365,-0.0864,0.1492,0.4447,0.1441,-0.0399,0.3949,355,0,354,1,59.3269,5760.8,0.446,197.88,31,0,1.465,,,,,,,,41,18,0.09946,46,0.00784,0.2067,28,0,3.944,0,397,106136.67272,47.521,2233.47,13.122704,0.002798,45,47112.1,32.2068,1462.8,13.65571,0.002887,44,85721.8,38.0207,2254.61,12.415168,0.00381,1.252,0.0,4.0,0.0,0.0,0,1.240542,0.533007,0.707536,-75.6,1.31,2.0,17.0,5.0,12.0,16.398,,,748.411,,5000.0,4.5,0.25,222.0,,,,12.124125,0.025724,12.0,,VARIABLE,0.0,0.0,0.999917,4880.7,4862.0,4907.8,4.4262,4.3881,4.4767,-0.0569,-0.0731,-0.035,290.1634,266.1345,310.2467,0.3026,0.2863,0.3272,0.238,0.2249,0.2575,0.1259,0.119,0.1362,MARCS,54.21512305538,44.76990648319,0.972789,0.928983,0.3919,244676903809422080
J152833.71+551107.1,818506166,1601127631440423424,15 28 33.72,+55 11 07.2,122,-45,5237,4.47,-0.23,1.2,0.2,0.1,1,1,32,Simbad,0.015688,165763244,1805.01,,2,4,2,2,4,4,4,1.2,27.7,8.55,5,3,3,PC,PC,10.7939,0.006,,1,qlp-s51-tois,SPOC,15:28:33.72,55:11:07.15,54.161,0.037,-22.81,0.041,2459671.142071,0.0049215,24.0509437,0.0002156,3.25,0.455,1.118885,0.002285,1030.0,2.10494,2.87107,0.201794,10.5047,501.0,10.0,142.849,0.433,5232.43,112.583,4.52455,0.079683,0.86,0.04,-0.239,0.02,0.893,0.115042,"16,22,23,24,49,50,51",2020-04-15,2022-09-02,2022-12-14 12:09:24,,232.1405,55.18531944444444,Gaia DR3 1601127631440423424,232.14050558854,55.18531647634,0.0,0.0,166,1636148068921376768,1601127631440423424,1166521250,0.0091,0.0093,6.9553,0.0099,699.2657,58.965,54.398,0.011,-22.754,0.012,-0.0113,-0.1317,0.0562,0.1691,0.1489,0.1224,-0.1086,-0.069,-0.1829,0.1185,405,405,403,2,-7.5047,850.91,0.079,9.7811,31,1,1.522,,,,,,,,47,29,0.016755,68,0.004799,119.1,0,0,0.745,0,489,568544.48804,92.2667,6161.97,11.300456,0.002761,60,285717.0,120.992,2361.45,11.6987,0.002828,59,403710.0,107.63,3750.89,10.732721,0.00379,1.213,0.0,0.0,0.0,0.0,0,0.965979,0.398244,0.567735,-37.76,0.55,1.0,29.0,5.0,19.0,69.206,1.5155,0.339559,979.501,6.86,5250.0,4.5,-0.25,222.0,,,,10.507017,0.005904,20.0,,NOT_AVAILABLE,0.0,0.0,0.999146,5347.1,5344.2,5349.7,4.4994,4.4984,4.5007,-0.1379,-0.1405,-0.1351,142.3852,142.171,142.6193,0.0975,0.0953,0.0993,0.0798,0.078,0.0813,0.0425,0.0415,0.0434,MARCS,232.14008212044,55.18541760248,0.176719,0.186233,0.1032,1601127631440423424
J083931.77+472106.8,737805057,1014520826353577088,08 39 31.77,+47 21 06.9,94,8,5684,3.98,0.5,3.1,0.1,0.0,12,0,8,Simbad,0.017004,20096620,5374.01,,5,5,5,5,5,5,5,124.7,129.7,317.0,0,0,2,KP,KP,9.9596,0.007,,1,spoc-s47-b02,SPOC/QLP,08:39:31.77,47:21:06.87,-24.142,0.055,-26.346,0.045,2459580.063121,0.0004351924,2.91640044952125,7.712813e-05,3.28681000294742,0.028533638,7.908685,0.050248,7257.70254811599,46.278923,16.778361035147,0.82368296,1978.52445351015,1701.00310016709,144.50359,246.81,2.208,5720.0,119.2,3.92,0.08,1.82744002342224,0.0888216,0.46,0.07,1.02,0.12974,47,2022-03-01,2022-02-28,2022-12-14 12:09:24,HAT-P-13 b,129.882375,47.35190833333333,Gaia DR3 1014520826353577088,129.88237231341,47.35190397489,0.0,0.0,124,1636148068921376768,1014520826353577088,1112124384,0.0133,0.0127,4.075,0.0186,219.633,35.585,-24.06,0.016,-26.218,0.017,-0.1268,-0.0672,0.0101,0.2096,-0.1033,0.1262,-0.1021,0.4011,-0.1977,-0.2339,290,290,285,5,2.9178,828.15,0.108,14.812,31,1,1.543,,,,,,,,33,19,0.026076,35,0.01848,154.6,0,0,1.125,0,271,1280463.36941,189.131,6770.24,10.418949,0.00276,32,672869.0,328.853,2046.11,10.768716,0.00284,32,865139.0,204.713,4226.1,9.905181,0.003788,1.201,0.0,0.0,0.0,0.0,0,0.863535,0.349767,0.513768,14.7,0.21,1.0,15.0,4.0,12.0,74.419,-0.41601,0.612,946.284,1.5,5750.0,4.0,0.5,222.0,5.7046,2.831,9.0,9.723739,0.005538,9.0,,NOT_AVAILABLE,0.0,0.0,0.999617,5758.4,5751.9,5766.8,3.9808,3.972,3.9942,0.0739,0.0654,0.082,239.6214,235.5947,242.6325,0.0423,0.0377,0.0479,0.0351,0.0313,0.0398,0.0186,0.0165,0.0211,PHOENIX,129.88253014935,47.3520204998,0.262539,0.266838,-0.2492,1014520826353577088
J163011.91+495344.8,903807072,1411707818360668416,16 30 11.91,+49 53 44.8,96,-24,6318,4.12,0.07,2.8,0.1,0.1,3,0,0,Simbad,0.039599,232567319,4056.01,,3,4,4,3,4,4,4,19.0,68.0,74.62,1,3,3,PC,PC,11.4354,0.007,,1,spoc-s50-b0A,QLP,16:30:11.91,49:53:44.85,-3.958,0.039,14.412,0.047,2459665.965169,0.0028098056,5.0529784670836,0.0008289764,4.10756075151266,0.16572218,4.139381,0.178716,3805.25194894926,164.59033,10.21502588746,0.637952,896.673941115623,1395.6559991694,16.699839,484.852,5.0905,6328.9,138.5,4.15,0.09,1.55130994319916,0.0762587,0.0778,0.0143108,1.25,0.192877,"23,24,25,50",2021-06-23,2022-05-31,2024-04-26 00:00:00,found in faint-star QLP search,247.549625,49.89579166666667,Gaia DR3 1411707818360668416,247.54964194709,49.89579301417,0.0,0.0,8,1636148068921376768,1411707818360668416,890275094,0.0092,0.0101,2.0266,0.0102,199.5061,15.057,-3.892,0.012,14.546,0.014,0.0252,-0.0391,0.0838,0.0187,0.1305,-0.0261,-0.2638,-0.1094,-0.1386,0.1204,355,355,355,0,-4.1676,623.79,0.08,8.9279,31,1,1.593,,,,,,,,40,28,0.019682,42,0.01911,30.17,0,0,0.846,0,364,364793.09313,61.3702,5944.14,11.78225,0.002761,40,209614.0,123.761,1693.7,12.034993,0.002863,39,223613.0,70.8439,3156.42,11.374151,0.003795,1.188,0.0,0.0,0.0,0.0,0,0.660842,0.252743,0.408099,-17.27,1.1,1.0,25.0,4.0,19.0,39.723,1.8605,0.020007,949.446,23.67,6250.0,4.0,0.0,222.0,,,,11.232038,0.010199,20.0,,NOT_AVAILABLE,0.0,0.0,0.999019,6197.6,6192.4,6205.9,4.1519,4.1393,4.1561,-0.0667,-0.0744,-0.0582,483.4329,480.0701,493.2855,0.0041,0.001,0.0094,0.0035,0.0009,0.0081,0.0019,0.0004,0.0044,MARCS,247.54966879887,49.89572836724,0.191921,0.223363,0.1196,1411707818360668416
J131347.31+054207.6,905614237,3717138824247066112,13 13 47.31,+05 42 07.7,115,-12,5998,4.03,0.28,2.6,0.1,0.0,5,0,0,Simbad,0.041249,366804698,5646.01,,3,4,3,3,4,4,4,10.4,40.4,30.75,0,2,3,PC,PC,10.8829,0.007,,1,qlp-s40-faintsearch,FAINT,13:13:47.31,05:42:07.67,-15.945,0.081,-0.784,0.05,2459687.382078,0.0032793,2.4277208,2.25e-05,3.158,0.402,1.075411,0.001698,990.0,1.56355,6.0694,0.424596,1747.74,1801.0,16.0,429.221,9.6365,5999.3,133.6,3.91,0.08,1.93,0.11,0.281,0.017,1.11,0.141649,"23,46,50",2022-06-02,2024-08-22,2024-08-22 00:00:00,found in faint-star QLP search,198.447125,5.702130555555556,Gaia DR3 3717138824247066112,198.4471364585,5.70213168884,0.0,0.0,122,1636148068921376768,3717138824247066112,547282618,0.0239,0.0213,2.4119,0.0317,75.9924,15.935,-15.916,0.036,-0.76,0.028,-0.2392,-0.1756,-0.0178,0.0514,-0.3313,-0.2565,0.6068,0.2493,-0.4184,-0.6434,337,337,331,6,2.7004,1573.3,0.191,38.58,31,1,1.565,,,,,,,,38,15,0.059342,43,0.09713,110.3,0,0,1.107,0,319,571244.4731,207.387,2754.49,11.295312,0.002783,35,313076.0,217.2,1441.42,11.599417,0.00289,34,369161.0,116.171,3177.73,10.829857,0.003795,1.194,0.0,1.0,0.0,0.0,0,0.76956,0.304105,0.465455,-10.06,1.23,1.0,15.0,4.0,9.0,34.179,3.3796,0.001181,871.772,14.58,6000.0,4.0,0.25,222.0,,,,10.645969,0.013601,9.0,,NOT_AVAILABLE,0.0,0.0,0.99968,6040.5,6032.9,6048.0,4.0466,4.0387,4.0541,-0.0659,-0.0717,-0.0597,420.2909,415.1716,425.87,0.0593,0.0552,0.0634,0.0501,0.0466,0.0536,0.0267,0.0248,0.0286,PHOENIX,198.44720755003,5.70213506473,0.579158,0.441127,-0.651,3717138824247066112
J031544.84+182904.9,597606015,59132048875310080,03 15 44.84,+18 29 04.9,115,-8,5647,4.56,0.08,1.9,0.2,0.1,2,0,8,Simbad,0.020774,426471754,6871.01,,1,4,1,1,3,4,4,3.8,64.9,6.92,0,2,2,PC,PC,8.9496,0.006,,1,qlp-s71-ffi,SPOC/QLP,03:15:44.84,18:29:04.33,1.568,0.095,-37.61,0.075,2460258.271979,0.0032156,12.4652143,0.0021528,3.635,0.447,1.224315,0.055454,1127.0,51.0733,2.51956,0.144837,67.0792,797.0,17.0,74.1676,0.25025,5647.1,105.1,4.55,0.07,0.88,0.04,0.081,0.017,1.0,0.126188,"43,70,71",2023-12-21,2023-12-21,2024-04-27 00:00:00,L1 candidate,48.936833333333325,18.48453611111111,Gaia DR3 59132048875310080,48.9368364717,18.48453116737,0.0,0.0,57,1636148068921376768,59132048875310080,333706820,0.0138,0.0124,13.492,0.0159,847.2955,37.604,1.501,0.018,-37.574,0.016,0.2421,0.1651,-0.0816,0.1154,-0.1847,0.0803,0.1346,0.2042,0.1631,0.4197,196,196,193,3,-1.5917,309.62,0.064,4.3246,31,1,1.543,,,,,,,,22,14,0.028231,24,0.008367,108.2,0,0,0.917,0,208,3220561.07482,687.315,4685.71,9.417538,0.002765,21,1690830.0,875.041,1932.28,9.768295,0.002846,23,2191990.0,750.628,2920.2,8.895802,0.003798,1.206,0.0,0.0,0.0,1.0,0,0.872494,0.350758,0.521736,1.35,0.25,1.0,10.0,1.0,9.0,112.08,-0.1668,0.975915,917.396,0.52,5750.0,4.5,0.0,222.0,5.0915,2.6171,7.0,8.703797,0.006524,8.0,,NOT_AVAILABLE,0.0,0.0,0.992964,5601.1,5559.5,5631.2,4.4716,4.4481,4.4897,-0.0552,-0.0871,-0.0281,73.9373,73.8196,74.0622,0.0663,0.0399,0.0856,0.0551,0.0331,0.0712,0.0294,0.0176,0.038,MARCS,48.93682943879,18.48469816281,0.282543,0.261685,0.4108,59132048875310080
J143721.29+563958.3,663405038,1610656720761692928,14 37 21.29,+56 39 58.3,117,-28,5646,4.56,0.02,2.5,0.0,0.0,8,0,8,Simbad,0.028095,298164705,2435.01,,2,5,5,2,4,4,4,,,13.74,0,2,5,PC,PC,10.5142,0.006,,1,spoc,SPOC,14:37:21.22,56:39:58.26,-35.336,0.036,-0.951,0.036,2458743.374055,0.0031565565,0.0,0.0,5.0482027294868,0.3861865,1.999725,0.239781,1840.11967822887,220.82182,3.77611039785404,0.7458375,29.6935086650413,595.367507460944,8.56589,150.086,0.5045,5650.08,108.163,4.55536,0.0707232,0.874994,0.0383417,0.028,0.015,1.003,0.122593,"15,16",2020-12-22,2020-12-22,2022-12-14 12:09:24,single transit at TBJD~1744,219.33841666666663,56.66618333333333,Gaia DR3 1610656720761692928,219.33840250983,56.66618395603,0.0,0.0,145,1636148068921376768,1610656720761692928,1447269864,0.0105,0.0105,6.6576,0.0119,561.4852,35.199,-35.188,0.013,-0.901,0.014,-0.0136,-0.0826,-0.0473,0.2208,-0.0302,0.2055,0.0948,-0.0762,-0.2636,-0.0055,391,391,388,3,-1.1991,956.96,0.097,14.022,31,1,1.545,,,,,,,,45,29,0.019315,66,0.01135,167.4,0,0,0.956,0,527,765367.14632,203.887,3753.88,10.977693,0.00277,59,402881.0,330.162,1220.25,11.3256,0.002929,59,516759.0,306.152,1687.92,10.464676,0.003834,1.202,0.0,0.0,0.0,0.0,0,0.860924,0.347907,0.513017,-17.59,0.34,1.0,34.0,6.0,24.0,84.156,0.77503,0.159138,994.51,6.41,5750.0,4.5,0.0,222.0,5.561,4.2664,17.0,10.266476,0.006155,22.0,,NOT_AVAILABLE,0.0,0.0,0.999442,5649.7,5630.0,5661.6,4.506,4.4935,4.5135,-0.0917,-0.1108,-0.0808,149.1069,148.8267,149.3949,0.0776,0.066,0.0852,0.0647,0.055,0.071,0.0346,0.0294,0.038,MARCS,219.3386871067,56.66618796047,0.209223,0.218389,-0.0266,1610656720761692928
