TOI,TIC ID,Name,GaiaDR3,Prob,TESS Disposition,TFOPWG Disposition,Comments,TESS Mag,TESS Mag err,Source_1,Detection,Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,ra_deg,dec_deg,Pipeline Signal ID,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,RPlx,PM,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_y,o_BPmag,FBP,e_FBP,RFBP,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-G,G-RP,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations
1772.01,85293053,hsc1537,749676822006222464,1.0,PC,PC,potential multi,9.3523,0.006,spoc-s14-s50-b0A-PC,SPOC/QLP,2459628.849872,0.0048806,8.05422072638224,3.299683e-05,3.02871611944131,0.25937888,0.767688,0.057532,706.816530691621,52.987804,2.83377057383276,0.4985287,140.23327051347,877.67254926431,12.536335,97.7562,0.5952,5583.1,110.4,4.44,0.08,0.99525398015976,0.04551,0.128242,0.0123812,0.99,0.126087,"21,48",2020-03-12,2022-11-15,2022-12-14 12:09:24,156.8377083333333,34.39095,1,10:27:21.05,34:23:27.42,-39.423,0.073,-19.086,0.077,Gaia DR3 749676822006222464,156.83769741564,34.39094714102,0.0,0.0,138,1636148068921376768,749676822006222464,796848140,0.0102,0.0104,742.3146,43.701,-0.2603,-0.1007,-0.2121,-0.0128,-0.105,-0.0426,-0.2703,0.2164,0.0046,-0.1879,320,320,314,6,-5.8183,383.89,0.054,3.4234,31,1,1.549,36,18,0.020491,38,0.01366,133.8,0,0,0.774,0,305,2254530.52119,368.063,6125.4,9.804727,35,1194110.0,710.494,1680.67,0.002864,35,1514700.0,607.413,2493.69,0.003804,1.201,0.0,0.0,0.0,0.0,0.0,0.341206,0.507648,1.0,14.0,8.0,11.0,102.73,2.133,0.001801,842.065,2.9,5500.0,4.5,0.0,444.0,,,,9.107267,0.007013,5.0,116.9829,NOT_AVAILABLE,0.0,0.0,0.998258,5732.7,5719.3,5747.9,4.4704,4.4624,4.4749,0.0587,0.0475,0.0721,96.9366,96.7697,97.2226,0.0985,0.0905,0.1088,0.0823,0.0756,0.0909,0.0439,0.0403,0.0485,MARCS,156.83790954106,34.39103129558,0.218752,0.217721,-0.1812,,1,4,1,1,4,4,4,5.0,60.3,8.44,2,7,6
1641.01,422923265,ngc1039,337169505562029568,1.0,PC,PC,variable host star,9.616,0.007,qlp-s58-ffi,SPOC,2459906.863602,0.0008751,1.8646725,3.3e-06,1.028,0.456,0.619046,0.132786,570.0,122.293,12.8352,2.0753,3903.88,2202.0,16.0,769.138,112.928,9898.0,151.436,3.77846,0.143563,3.4,0.52,,,2.53,0.351827,"18,58",2020-01-14,2023-02-21,2023-02-25 12:10:55,40.24558333333332,42.87124722222222,1,02:40:58.94,42:52:16.49,2.118,0.25,-6.461,0.238,Gaia DR3 337169505562029568,40.24558824588,42.87124754344,0.0,0.0,87,1636148068921376768,337169505562029568,830359250,0.0603,0.0508,22.2842,6.721,0.0162,0.3789,-0.1758,0.1868,-0.2331,0.0422,0.0338,0.2178,0.3194,0.2355,202,202,202,0,24.8442,5796.7,0.488,249.16,31,0,1.739,23,15,0.109563,28,0.02782,76.65,0,0,2.482,0,231,2658659.71679,1381.53,1924.43,9.62571,26,1911600.0,2136.81,894.607,0.003043,25,1176000.0,1310.85,897.129,0.003968,1.161,0.0,0.0,0.0,0.0,0.0,0.009338,0.053834,1.0,13.0,6.0,12.0,80.814,0.28442,0.583555,926.929,24.73,10500.0,4.5,0.25,555.0,,,,9.538883,0.011797,4.0,91.4432,VARIABLE,0.0,0.0,0.998992,11064.1,9663.1,11437.3,3.9903,3.7468,4.0282,-1.2553,-1.2685,-1.1992,567.6804,552.559,690.4161,0.2743,0.1528,0.2999,0.2649,0.1464,0.2902,0.1414,0.078,0.1551,A,40.2455811729,42.87127695994,1.172676,1.076852,0.2216,,3,4,3,3,4,4,4,27.1,93.6,109.97,4,1,12
1602.01,129991079,upk303,338236787755719936,1.0,PC,FA,2 stars in pixel; correlation with stellar variability,10.4375,0.006,qlp,QLP,2458792.50412,0.01002,6.15952,0.00486,3.834,0.887,1.336278,0.005888,1230.0,5.42282,3.90515,0.327005,487.519,1309.0,9.0,208.771,3.0245,6175.9,111.3,4.44,0.08,1.09,0.05,0.095,0.013,1.179,0.164639,18,2019-12-19,2020-05-20,2023-01-16 12:02:39,37.13241666666666,40.89125277777778,1,02:28:31.78,40:53:28.51,18.147,0.083,-24.997,0.076,Gaia DR3 338236787755719936,37.13241371639,40.89125018862,0.0,0.0,56,1636148068921376768,338236787755719936,873862056,0.0138,0.0135,320.404,31.05,0.0549,0.3179,-0.3528,0.2702,-0.2285,0.2857,0.2447,-0.1057,0.0416,0.1155,206,206,204,2,-1.3853,393.68,0.069,5.8357,31,1,1.576,23,14,0.023661,29,0.04032,114.0,0,0,0.93,0,237,878612.02362,383.647,2290.16,10.827874,26,491384.0,649.377,756.7,0.003137,26,557532.0,499.941,1115.2,0.003903,1.194,0.0,0.0,0.0,0.0,0.0,0.282116,0.445653,1.0,13.0,4.0,10.0,52.813,2.9776,0.001671,902.782,10.24,6250.0,4.5,0.0,222.0,31.0306,9.9118,8.0,10.216836,0.009376,9.0,,NOT_AVAILABLE,0.0,0.0,0.997667,6033.0,6013.0,6054.9,4.3559,4.3488,4.3734,-0.1553,-0.1926,-0.1345,207.0021,200.4432,208.0764,0.0472,0.0354,0.0599,0.0402,0.0302,0.0511,0.0216,0.0162,0.0275,MARCS,37.13230753597,40.89136244391,0.259411,0.241771,0.0846,,5,5,5,5,5,5,5,5.9,53.1,14.5,2,3,4
1588.01,50120414,hsc1103,466007701130563200,0.09992,PC,PC,active star; slightly large planet candidate; somewhat crowded field,8.951,0.023,qlp-s58-ffi,QLP,2459932.266567,0.0017502,3.581083,1e-05,3.454,0.54,0.825473,0.035681,760.0,32.8629,17.1017,,6158.1,2467.0,22.0,742.441,16.128,9503.0,123.0,,,5.96,,,,,,"18,58,59",2019-12-19,2023-02-15,2024-11-20 00:00:00,39.89108333333333,62.43330555555556,1,02:39:33.86,62:25:59.9,-3.244,0.037,-1.135,0.05,Gaia DR3 466007701130563200,39.89110121536,62.43330627672,0.0,0.0,165,1636148068921376768,466007701130563200,80961759,0.0081,0.0106,83.7739,3.529,-0.1638,0.1165,-0.2292,-0.0693,0.002,-0.0756,-0.1549,0.0692,-0.0855,-0.1521,577,577,565,12,-3.1837,1182.3,0.099,16.352,31,0,1.648,65,24,0.022882,69,0.01818,34.77,0,0,0.906,0,585,4079175.10517,687.276,5935.28,9.160936,67,2570810.0,929.124,2766.92,0.002818,65,2258300.0,626.231,3606.17,0.003791,1.184,0.0,0.0,0.0,0.0,0.0,0.152431,0.297493,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999901,12272.9,12244.5,12309.9,3.5812,3.5702,3.5898,-0.4017,-0.4276,-0.3733,780.1529,769.5868,795.2762,1.1665,1.165,1.168,1.0974,1.0959,1.099,0.5925,0.5916,0.5934,A,39.89113322119,62.4333114314,0.222699,0.259085,-0.1443,,3,4,3,3,4,4,4,,,317.0,3,2,5
1535.01,420288086,ngc225,427614644875238528,1.0,EB,FP,TFOP NEB/FP,10.4397,0.024,qlp-s58-ffi,QLP,2459906.577796,0.0015009,6.5344463,1.46e-05,2.774,0.317,3.523496,0.168109,3240.0,154.822,15.3823,0.684556,982.822,1559.0,51.0,694.491,12.687,7715.3,362.3,3.96,0.07,2.67,0.09,,,2.37,0.333724,"17,18,24,58",2019-12-05,2023-01-18,2023-01-26 12:09:41,10.962708333333332,61.835625,1,00:43:51.05,61:50:08.25,-5.237,0.036,0.061,0.039,Gaia DR3 427614644875238528,10.96271519594,61.83562622777,0.0,0.0,145,1636148068921376768,427614644875238528,283985570,0.0089,0.0099,111.711,5.275,-0.2686,0.0196,0.0476,-0.1774,-0.1143,-0.159,0.129,-0.1869,0.1267,-0.4857,457,457,456,1,-3.5637,939.3,0.087,11.515,31,1,1.66,52,27,0.023551,63,0.005889,87.38,1,0,0.883,0,507,1076329.04974,189.869,5668.79,10.607504,57,691456.0,235.014,2942.19,0.002814,56,570344.0,126.782,4498.63,0.003787,1.172,0.0,5.0,0.0,12.0,0.0,0.131627,0.249951,1.0,27.0,10.0,19.0,81.309,5.1252,0.874869,900.817,67.34,9500.0,4.5,0.25,555.0,130.4504,69.0992,15.0,10.234138,0.012253,15.0,86.14801,NOT_AVAILABLE,0.0,0.0,0.999926,,,,,,,,,,,,,,,,,,,,,,,10.9627648487,61.83562683904,0.19561,0.240189,-0.4743,,5,5,5,5,5,5,5,24.2,34.8,317.0,1,1,1
1497.01,371673488,ngc7429,2014335027560174976,1.0,EB,FP,Variable star; slight depth-aperture correlation; TFOP FP/NEB,9.95717,0.006,qlp-s77-ffi,QLP,2460422.205821,0.0033751,0.8165295,2.5e-06,2.294,0.666,0.508243,0.065057,468.0,59.9182,4.12435,0.335822,136662.0,5356.0,23.0,405.174,4.5835,8911.0,721.2,4.26,0.09,1.85,0.07,,,2.245,0.383082,"17,24,57,77",2019-12-05,2024-07-25,2024-08-16 12:14:51,343.23320833333327,59.850950000000005,1,22:52:55.97,59:51:03.42,4.326,0.044,-2.168,0.043,Gaia DR3 2014335027560174976,343.23321787095,59.85095074379,0.0,0.0,160,1636148068921376768,2014335027560174976,778841654,0.012,0.0147,148.7854,4.993,-0.1761,0.0088,0.0918,-0.1109,0.2873,-0.1494,0.0598,-0.1043,0.1548,-0.2616,363,363,358,5,0.0056,1150.6,0.128,21.43,31,1,1.68,41,27,0.02598,47,0.0191,44.45,0,0,0.999,0,363,1733754.75041,372.491,4654.49,10.089898,46,1150060.0,504.041,2281.67,0.00283,43,871473.0,194.754,4474.74,0.003787,1.166,0.0,0.0,0.0,0.0,0.0,0.096847,0.192637,1.0,19.0,5.0,17.0,83.32,-1.7991,0.97338,912.331,25.19,9000.0,4.5,0.25,555.0,104.1707,13.8171,13.0,9.813773,0.017853,13.0,,NOT_AVAILABLE,0.0,0.0,0.99905,9620.0,9597.6,9641.6,4.1175,4.1114,4.1236,-0.7999,-0.9014,-0.6005,436.8935,431.7775,449.9388,0.5838,0.5809,0.5873,0.5495,0.5467,0.5529,0.2932,0.2916,0.295,A,343.23317912726,59.85096140782,0.263616,0.26508,-0.2499,,5,5,5,5,5,5,5,9.0,59.2,15.91,2,2,1
1497.01,371673488,cwwdl14637,2014335027560174976,1.0,EB,FP,Variable star; slight depth-aperture correlation; TFOP FP/NEB,9.95717,0.006,qlp-s77-ffi,QLP,2460422.205821,0.0033751,0.8165295,2.5e-06,2.294,0.666,0.508243,0.065057,468.0,59.9182,4.12435,0.335822,136662.0,5356.0,23.0,405.174,4.5835,8911.0,721.2,4.26,0.09,1.85,0.07,,,2.245,0.383082,"17,24,57,77",2019-12-05,2024-07-25,2024-08-16 12:14:51,343.23320833333327,59.850950000000005,1,22:52:55.97,59:51:03.42,4.326,0.044,-2.168,0.043,Gaia DR3 2014335027560174976,343.23321787095,59.85095074379,0.0,0.0,160,1636148068921376768,2014335027560174976,778841654,0.012,0.0147,148.7854,4.993,-0.1761,0.0088,0.0918,-0.1109,0.2873,-0.1494,0.0598,-0.1043,0.1548,-0.2616,363,363,358,5,0.0056,1150.6,0.128,21.43,31,1,1.68,41,27,0.02598,47,0.0191,44.45,0,0,0.999,0,363,1733754.75041,372.491,4654.49,10.089898,46,1150060.0,504.041,2281.67,0.00283,43,871473.0,194.754,4474.74,0.003787,1.166,0.0,0.0,0.0,0.0,0.0,0.096847,0.192637,1.0,19.0,5.0,17.0,83.32,-1.7991,0.97338,912.331,25.19,9000.0,4.5,0.25,555.0,104.1707,13.8171,13.0,9.813773,0.017853,13.0,,NOT_AVAILABLE,0.0,0.0,0.99905,9620.0,9597.6,9641.6,4.1175,4.1114,4.1236,-0.7999,-0.9014,-0.6005,436.8935,431.7775,449.9388,0.5838,0.5809,0.5873,0.5495,0.5467,0.5529,0.2932,0.2916,0.295,A,343.23317912726,59.85096140782,0.263616,0.26508,-0.2499,,5,5,5,5,5,5,5,9.0,59.2,15.91,2,2,1
1321.01,195199644,roslund7,1872404225500838784,0.99694,PC,FP,Large and slight depth-aperture correlation,10.0849,0.015,qlp,QLP,2458712.25971,0.0023,1.19888,0.00025,1.558,0.206,1.270001,0.002043,1169.03,1.88168,20.5525,1.59543,3694.96,2172.0,17.0,1139.32,36.615,7315.0,243.8,,,5.46,0.36,,,,,15,2019-10-17,2019-10-17,2022-12-14 12:09:24,313.53645833333326,37.78935555555555,1,20:54:08.75,37:47:21.68,1.71,0.039,-0.348,0.049,Gaia DR3 1872404225500838784,313.53647577536,37.78935608895,0.0,0.0,171,1636148068921376768,1872404225500838784,1588319257,0.0086,0.0113,63.5149,1.824,-0.0963,-0.0553,-0.0098,-0.063,0.1111,-0.0643,-0.2678,-0.0596,-0.0198,-0.1356,496,496,488,8,-1.3564,1296.4,0.105,19.259,31,0,1.637,56,27,0.019948,59,0.01109,162.1,0,0,0.956,0,487,1416798.31769,300.129,4720.63,10.309096,56,877320.0,386.831,2267.97,0.002831,55,796200.0,149.048,5341.9,0.003785,1.181,0.0,0.0,0.0,0.0,0.0,0.171551,0.313756,1.0,28.0,7.0,21.0,101.28,1.5203,0.150488,918.933,48.34,10000.0,4.5,-0.5,555.0,23.4967,14.6379,18.0,9.85153,0.006804,19.0,110.9878,NOT_AVAILABLE,0.0,0.0,0.99993,,,,,,,,,,,,,,,,,,,,,,,313.53646580049,37.78935797249,0.182206,0.227507,-0.1276,,5,5,5,5,5,5,5,,,317.0,1,2,5
1227.01,360156606,hsc2523,5842480953772012928,1.0,CP,CP,TOI-1227 b,13.802,0.008,spoc-s01-s65-b0A-CP,SPOC,2458617.479256,0.0032660868,27.3613778368434,0.00010217787,4.05864182163197,0.33346376,22.700268,1.642326,20690.6684293995,1511.4946,6.45224485543847,0.50119525,0.834555547634112,243.771854738965,13.578523,100.641,0.5695,3050.0,,4.438,,0.441280007362366,0.013263,,,0.437175,0.0203843,"11,12,38,64,65",2019-08-26,2024-02-14,2024-02-17 12:12:31,186.767375,-72.45185000000001,1,12:27:04.17,-72:27:06.66,-40.266,0.097,-10.642,0.081,Gaia DR3 5842480953772012928,186.76734489069,-72.45185158542,0.0,0.0,43,1636148068921376768,5842480953772012928,869675415,0.0203,0.0204,410.1059,41.718,0.0265,-0.1099,-0.2313,-0.0041,0.0935,0.0126,-0.0969,0.0235,0.0856,0.1121,392,0,391,1,1.6286,543.19,0.109,2.53,31,0,1.219,45,28,0.041858,52,0.008908,81.59,0,0,1.058,0,447,15408.5901,12.7167,1211.69,15.217959,45,1808.49,9.12594,198.17,0.006148,45,21733.9,32.2842,673.204,0.004109,1.528,0.0,2.0,0.0,1.0,0.0,1.977292,1.312905,2.0,15.0,3.0,12.0,7.2622,,,906.134,,3500.0,3.5,0.25,111.0,,,,13.26507,0.075769,15.0,,NOT_AVAILABLE,0.0,0.0,0.999977,3369.9,3313.1,3379.5,4.645,4.6208,4.6503,0.4085,0.3285,0.4185,100.8488,100.4625,101.4434,1.3628,1.2491,1.3909,0.8335,0.7626,0.851,0.6017,0.5502,0.6138,MARCS,186.76793885455,-72.45180354707,0.421471,0.477243,0.1098,,3,4,4,3,4,4,4,0.6,52.3,34.17,13,0,4
1191.01,237185205,stephenson1,2094015466995434624,1.0,EB,FP,TFOP FP; retired as NEB; centroid offset centered on offset to TIC 237194795; v-shaped; large for 15 day period,9.7831,0.009,qlp,QLP,2459441.423236,0.0010996,15.7335693,5.12e-05,3.288,0.224,2.761278,1.028387,2540.0,946.731,24.3218,7.54273,367.588,1219.0,42.0,355.809,2.417,6800.0,134.4,3.91,0.08,2.21,0.09,,,1.46,0.243078,"14,26,40,41",2019-08-27,2021-10-18,2022-12-14 12:09:24,283.52670833333326,37.72001388888889,1,18:54:06.41,37:43:12.05,1.209,0.034,-2.212,0.035,Gaia DR3 2094015466995434624,283.5266971233,37.72001407814,0.0,0.0,159,1636148068921376768,2094015466995434624,381571833,0.0139,0.0144,175.7799,2.687,-0.0329,0.035,-0.1213,-0.0225,0.1035,-0.0266,-0.2156,-0.0328,-0.1251,-0.0227,447,447,440,7,11.6092,2266.7,0.176,49.451,31,0,1.619,50,29,0.02789,55,0.0129,106.3,4,0,1.418,0,411,1734659.14458,305.314,5681.55,10.089332,50,1044670.0,354.726,2945.01,0.002814,46,1016440.0,240.726,4222.41,0.003788,1.188,3.0,45.0,0.0,46.0,0.0,0.201759,0.359145,1.0,22.0,1.0,17.0,102.25,12.358,0.0,828.946,31.53,6250.0,3.5,0.0,440.0,144.5529,11.9267,17.0,9.58634,0.009131,17.0,,NOT_AVAILABLE,0.0,0.0,0.996487,6814.1,6735.9,6852.1,3.9639,3.9191,4.0134,-0.1195,-0.2088,-0.0715,335.7397,317.7251,346.648,0.1436,0.1043,0.1629,0.1267,0.092,0.1438,0.0681,0.0495,0.0773,MARCS,283.52669017709,37.7200246789,0.323736,0.296908,-0.0201,,5,5,5,5,5,5,5,75.0,183.8,317.0,1,1,6
1188.01,15247229,roslund6,2067161441672227968,1.0,PC,FP,Could be on neighbor,9.886581,0.006,qlp,QLP,2458687.19253,0.00166,8.5112,0.00138,3.486,0.185,4.539995,1.766974,4172.76,1626.12,,,,,47.0,347.452,4.149,8156.0,169.3,4.35,0.08,,,,,2.031,0.316121,14,2019-09-03,2019-09-03,2022-12-14 12:09:24,306.7308333333333,38.93226944444445,1,20:26:55.4,38:55:56.17,6.103,0.055,2.194,0.06,Gaia DR3 2067161441672227968,306.73085441131,38.93227006781,0.0,0.0,153,1636148068921376768,2067161441672227968,202409983,0.0121,0.0134,179.8823,6.435,-0.1422,-0.0897,-0.1699,-0.0053,0.0297,-0.0186,-0.1436,-0.0022,-0.0868,-0.1496,419,419,413,6,2.6973,1633.0,0.14,27.038,31,0,1.693,47,26,0.023741,51,0.02174,131.5,0,0,1.095,0,429,1888046.97687,562.951,3353.84,9.997334,47,1274190.0,503.777,2529.27,0.002823,48,912704.0,335.96,2716.71,0.0038,1.158,0.0,29.0,0.0,30.0,0.0,0.078122,0.150264,1.0,11.0,2.0,9.0,62.486,-0.96296,0.831694,757.582,12.74,8000.0,4.5,0.25,555.0,105.0073,8.1792,9.0,9.770068,0.011001,9.0,,NOT_AVAILABLE,0.0,0.0,0.998698,8131.1,8120.4,8142.5,4.1877,4.1821,4.1932,-0.3963,-0.4068,-0.385,359.8993,357.4552,362.2669,0.0647,0.061,0.0687,0.0601,0.0566,0.0638,0.032,0.0301,0.034,A,306.73081990397,38.93226019797,0.253408,0.260939,-0.1461,,5,5,5,5,5,5,5,26.6,130.6,86.69,1,1,0
1048.01,384549882,cwnu1020,5310970160975211008,1.0,PC,FP,probably EB,8.802,0.006,qlp,QLP,2458518.376,0.00075,0.30412,1e-05,0.748,0.1,1.44499,0.00416,1330.0,3.83107,10.417,0.668057,280833.0,6413.0,70.0,440.426,9.484,11892.0,235.8,4.14,0.07,2.52,0.09,,,3.17,0.422288,"8,9,10",2019-07-24,2020-05-20,2022-12-14 12:09:24,136.52770833333332,-54.90392222222222,1,09:06:06.65,-54:54:14.12,-10.863,0.096,7.063,0.089,Gaia DR3 5310970160975211008,136.52769950969,-54.90392146626,0.0,0.0,46,1636148068921376768,5310970160975211008,1626326459,0.021,0.021,97.4005,12.871,0.076,0.041,-0.2883,-0.0074,0.1884,-0.0022,-0.2172,-0.0406,-0.1693,0.1028,311,311,309,2,0.2705,1666.6,0.216,44.573,31,0,1.747,36,25,0.042828,55,0.0199,89.23,0,0,1.01,1,447,5814673.92284,1434.66,4052.99,8.776053,52,4231120.0,2057.33,2056.61,0.00284,50,2512350.0,614.718,4087.0,0.003789,1.16,0.0,0.0,0.0,0.0,0.0,-0.00365,0.028358,1.0,10.0,2.0,7.0,110.16,1.359,0.261136,972.179,29.78,9000.0,4.5,0.25,555.0,,,,8.704188,0.009037,7.0,124.9805,NOT_AVAILABLE,0.0,0.0,0.999004,11866.3,11844.1,11915.0,3.949,3.9397,3.9584,-1.3113,-1.3615,-1.2745,470.3131,463.5442,474.5807,0.2764,0.275,0.2789,0.2683,0.267,0.2708,0.1435,0.1427,0.1448,A,136.52778198736,-54.90395346151,0.484739,0.448284,0.1009,,5,5,5,5,5,5,5,78.9,309.2,77.13,6,1,3
989.01,207277638,hsc1634,3155850885732610688,0.9409,PC,APC,TFOP APC/SB2,10.1094,0.007,qlp-s71-ffi,QLP,2460255.030178,0.0037188,3.121181,1.08e-05,1.417,0.562,0.620132,0.103909,571.0,95.6994,5.74349,0.483611,1102.11,1605.0,9.0,476.811,13.685,7814.0,115.8,,,2.06,0.08,,,1.88,0.296582,"7,33,71",2019-07-24,2024-01-03,2024-01-05 12:15:24,110.50654166666664,10.238636111111113,1,07:22:01.57,10:14:19.09,-6.645,0.096,-7.866,0.068,Gaia DR3 3155850885732610688,110.50653286678,10.23863443359,0.0,0.0,107,1636148068921376768,3155850885732610688,1671652005,0.0636,0.0596,31.3921,9.462,-0.0435,-0.0089,-0.1347,0.1803,-0.4829,0.0378,-0.1388,0.2521,0.0376,-0.0438,241,241,241,0,47.1711,11518.0,0.595,439.28,31,0,1.677,27,17,0.111948,28,0.1642,101.1,0,0,3.827,0,233,1482948.11054,663.338,2235.58,10.259552,25,976375.0,434.056,2249.42,0.002832,25,744718.0,282.106,2639.85,0.003802,1.161,0.0,0.0,0.0,0.0,0.0,0.104949,0.191636,1.0,12.0,2.0,11.0,63.99,3.5147,0.001315,941.472,24.36,7500.0,4.5,0.0,555.0,85.6026,12.4842,7.0,9.979125,0.010374,8.0,,NOT_AVAILABLE,0.0,0.0,1e-06,7879.1,7831.2,7934.9,4.1571,4.1164,4.2068,-0.5569,-0.5794,-0.532,375.0023,354.5874,393.2636,0.1008,0.0852,0.1204,0.0929,0.0784,0.1109,0.0496,0.0419,0.0592,A,110.50655642226,10.23866952093,1.284549,0.976885,-0.0543,,5,5,5,5,4,5,5,8.1,45.4,28.03,0,3,5
861.01,372913430,ngc2516,5290721997195236480,1.0,PC,FP,TFOP NEB; crowded field,8.3502,0.006,qlp,QLP,2459169.053069,0.0021841,6.7391601,2.45e-05,2.537,0.24,3.305665,0.685156,3040.0,630.853,30.8876,9.40735,5656.73,2416.0,18.0,422.358,5.8415,10341.0,224.9,3.8,0.06,3.39,0.09,,,2.66,0.34902,"1,4,5,7,8,9,10,11,27,31",2019-07-12,2021-07-29,2022-12-14 12:09:24,119.5335,-60.7805,1,07:58:08.04,-60:46:49.8,-3.81,0.081,12.358,0.057,Gaia DR3 5290721997195236480,119.53351646221,-60.78049741785,0.0,0.0,79,1636148068921376768,5290721997195236480,368069664,0.0207,0.0182,119.8825,13.351,0.0516,-0.0237,0.0011,0.0769,0.0394,0.0763,-0.0964,0.1962,-0.1498,0.0946,321,321,319,2,0.7342,1444.0,0.198,36.32,31,0,1.732,37,25,0.03864,70,0.01506,66.47,0,0,1.028,1,543,8424168.2239,1812.19,4648.61,8.373549,54,6011690.0,2601.88,2310.52,0.002829,54,3818370.0,1209.93,3155.87,0.003795,1.167,0.0,49.0,0.0,53.0,0.0,0.017502,0.08035,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999363,,,,,,,,,,,,,,,,,,,,,,,119.53355282174,-60.78055403943,0.442353,0.372403,0.0868,,5,5,5,5,5,5,5,164.7,532.5,317.0,0,2,1
837.01,460205581,melotte102,5251470948229949568,1.0,CP,CP,validated planet (Bouma+2020),9.9322,0.006,qlp-s63-ffi,SPOC/QLP,2460022.80686,0.0007052,8.3249172,6.4e-06,1.406,0.363,4.935012,0.264788,4535.0,243.849,7.0011,0.372404,40.8042,704.0,41.0,142.488,0.4595,6513.0,199.0,4.53694,0.338064,1.01,0.04,,,1.15,0.157036,"10,11,37,38,63",2019-06-17,2023-05-05,2023-06-16 12:14:51,157.03729166666665,-64.50521111111111,1,10:28:08.95,-64:30:18.76,-18.017,0.039,11.307,0.037,Gaia DR3 5251470948229949568,157.03727470138,-64.50520903903,0.0,0.0,176,1636148068921376768,5251470948229949568,1556810251,0.0107,0.0114,564.6277,21.281,-0.0086,-0.1814,-0.1055,0.1822,0.2254,0.2336,0.0416,0.0985,0.0641,0.0504,400,400,391,9,1.0607,1032.4,0.1,13.232,31,1,1.561,45,29,0.020365,49,0.009182,149.1,0,0,1.038,0,415,1352181.52259,760.75,1777.43,10.359779,45,730186.0,1063.16,686.81,0.003207,45,887410.0,880.9,1007.39,0.00393,1.196,0.0,1.0,0.0,0.0,0.0,0.320179,0.482195,1.0,14.0,3.0,11.0,77.78,3.0789,0.000281,868.268,5.06,5750.0,5.0,0.0,444.0,20.85,8.0815,7.0,9.708985,0.01102,7.0,,NOT_AVAILABLE,0.0,0.0,0.997667,5768.0,5749.3,5783.5,4.3946,4.3905,4.3988,-0.1726,-0.1944,-0.1569,141.9358,140.2928,142.3265,0.0351,0.0231,0.0447,0.0295,0.0194,0.0376,0.0158,0.0104,0.0202,MARCS,157.03745965429,-64.50526010651,0.231326,0.219843,0.0296,,3,5,5,3,4,4,4,21.9,126.1,39.06,9,3,3
