TOI,TIC ID,Name,GaiaDR3,Prob,TESS Disposition,TFOPWG Disposition,Comments,TESS Mag,TESS Mag err,Source_1,Detection,Epoch (BJD),Epoch (BJD) err,Period (days),Period (days) err,Duration (hours),Duration (hours) err,Depth (mmag),Depth (mmag) err,Depth (ppm),Depth (ppm) err,Planet Radius (R_Earth),Planet Radius (R_Earth) err,Planet Insolation (Earth Flux),Planet Equil Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,Stellar Metallicity,Stellar Metallicity err,Stellar Mass (M_Sun),Stellar Mass (M_Sun) err,Sectors,Date TOI Alerted (UTC),Date TOI Updated (UTC),Date Modified,ra_deg,dec_deg,Pipeline Signal ID,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM Dec err (mas/yr),DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source_2,RandomI,e_RAdeg,e_DEdeg,RPlx,PM,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag_y,o_BPmag,FBP,e_FBP,RFBP,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-G,G-RP,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,Previous CTOI,Master,SG1A,SG1B,SG2,SG3,SG4,SG5,ESM,TSM,Predicted Mass (M_Earth),Time Series Observations,Spectroscopy Observations,Imaging Observations
4384.01,259230140,hsc2662,5799980156449997696,1.0,PC,PC,centroid scatter between sectors,9.657,0.006,qlp-s65-ffi,SPOC,2460070.251938,0.003529,14.3171998,9.18e-05,5.454,1.706,1.791857,0.140094,1649.0,129.023,6.37558,0.388145,513.65,1326.0,22.0,283.585,3.343,7596.0,144.339,4.27063,0.0813654,1.61,0.06,,,1.77,0.296619,"12,38,39,65",2021-08-13,2024-02-15,2024-02-17 12:12:31,223.1935833333333,-68.66654444444445,1,14:52:46.46,-68:39:59.56,-13.388,0.039,-13.839,0.062,Gaia DR3 5799980156449997696,223.19359825576,-68.66654534548,0.0,0.0,8,1636148068921376768,5799980156449997696,293554635,0.0098,0.0135,218.6078,19.409,0.0884,-0.1004,-0.3448,-0.0731,0.2366,-0.0294,-0.2677,0.118,0.1585,0.2666,428,428,419,9,-2.2225,975.7,0.107,16.223,31,0,1.658,49,23,0.022604,58,0.006883,127.9,0,0,0.923,0,469,2144433.29459,329.449,6509.16,9.859085,53,1374310.0,566.732,2424.98,0.002826,53,1137330.0,255.253,4455.69,0.003787,1.171,0.0,0.0,0.0,0.0,0.0,0.134243,0.250906,1.0,14.0,4.0,12.0,89.739,-1.2037,0.885145,850.865,9.16,7750.0,4.5,0.25,555.0,100.11,10.2317,9.0,9.506733,0.006076,9.0,,NOT_AVAILABLE,0.0,0.0,0.999448,7686.9,7682.0,7691.2,4.1931,4.1894,4.1965,-0.3023,-0.3041,-0.3006,275.5206,274.4347,276.7394,0.1619,0.1597,0.1639,0.1471,0.1451,0.149,0.0785,0.0774,0.0795,PHOENIX,223.1937640221,-68.6664836631,0.17615,0.252304,0.2628,,3,4,3,3,3,4,4,7.6,57.5,33.6,1,0,1
3933.01,388393034,casado20,2009467558303980800,1.0,PC,PC,found in faint-star QLP search,13.2345,0.018,qlp-s57-tois,FAINT,2459881.419784,0.003135,1.97549,8.1e-06,2.409,0.401,5.941088,0.381826,5457.0,351.613,17.6764,,5560.11,2405.0,14.0,1898.68,67.975,8523.0,123.0,3.98,,2.46,,,,2.12,,"17,24,57",2021-06-23,2024-08-22,2024-08-22 00:00:00,347.9679583333333,56.862094444444445,1,23:11:52.31,56:51:43.54,-3.224,0.027,-2.585,0.024,Gaia DR3 2009467558303980800,347.96796040998,56.86209546583,0.0,0.0,138,1636148068921376768,2009467558303980800,1328819449,0.009,0.0091,43.6007,4.181,-0.2054,0.1119,-0.223,-0.0427,0.0232,-0.0666,-0.117,-0.0847,0.0405,-0.2617,493,0,490,3,-1.1151,455.8,0.0,0.0,31,0,1.599,56,28,0.017541,61,0.01514,85.38,0,0,0.964,0,516,73354.58986,16.4987,4446.09,13.523799,58,42797.7,26.4686,1616.92,0.00287,56,44203.9,22.6444,1952.09,0.00382,1.186,0.0,1.0,0.0,1.0,0.0,0.236192,0.389556,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999984,9927.6,9904.8,9950.0,3.9191,3.9105,3.9292,-0.988,-1.0527,-0.9634,2147.0171,2114.5291,2176.564,1.3433,1.3407,1.3459,1.2326,1.2301,1.2352,0.6635,0.662,0.6649,A,347.96798677487,56.8621071985,0.186826,0.1758,-0.2517,,3,4,3,3,1,4,4,20.7,31.6,317.0,2,0,0
3933.01,388393034,oc0199,2009467558303980800,1.0,PC,PC,found in faint-star QLP search,13.2345,0.018,qlp-s57-tois,FAINT,2459881.419784,0.003135,1.97549,8.1e-06,2.409,0.401,5.941088,0.381826,5457.0,351.613,17.6764,,5560.11,2405.0,14.0,1898.68,67.975,8523.0,123.0,3.98,,2.46,,,,2.12,,"17,24,57",2021-06-23,2024-08-22,2024-08-22 00:00:00,347.9679583333333,56.862094444444445,1,23:11:52.31,56:51:43.54,-3.224,0.027,-2.585,0.024,Gaia DR3 2009467558303980800,347.96796040998,56.86209546583,0.0,0.0,138,1636148068921376768,2009467558303980800,1328819449,0.009,0.0091,43.6007,4.181,-0.2054,0.1119,-0.223,-0.0427,0.0232,-0.0666,-0.117,-0.0847,0.0405,-0.2617,493,0,490,3,-1.1151,455.8,0.0,0.0,31,0,1.599,56,28,0.017541,61,0.01514,85.38,0,0,0.964,0,516,73354.58986,16.4987,4446.09,13.523799,58,42797.7,26.4686,1616.92,0.00287,56,44203.9,22.6444,1952.09,0.00382,1.186,0.0,1.0,0.0,1.0,0.0,0.236192,0.389556,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999984,9927.6,9904.8,9950.0,3.9191,3.9105,3.9292,-0.988,-1.0527,-0.9634,2147.0171,2114.5291,2176.564,1.3433,1.3407,1.3459,1.2326,1.2301,1.2352,0.6635,0.662,0.6649,A,347.96798677487,56.8621071985,0.186826,0.1758,-0.2517,,3,4,3,3,1,4,4,20.7,31.6,317.0,2,0,0
3561.01,172754786,ubc582,2072431332214824576,1.0,EB,FP,found in faint-star QLP search,12.8903,0.012,qlp-s41-tois,FAINT,2459771.049138,0.005140771,4.1273472,2.34e-05,2.74,0.389,20.650414,0.043973,18840.0,40.4997,20.1447,1.21618,1041.76,1582.0,20.0,1067.6,19.185,7795.0,149.9,4.39,0.08,1.44,0.05,,,1.85,0.286988,"14,15,41,54",2021-06-23,2024-08-22,2024-08-22 00:00:00,299.81,38.393652777777774,1,19:59:14.4,38:23:37.15,-3.035,0.027,-7.855,0.028,Gaia DR3 2072431332214824576,299.80998120073,38.39365172434,0.0,0.0,156,1636148068921376768,2072431332214824576,1755343930,0.0092,0.0101,76.5079,8.445,-0.0997,-0.0469,0.0893,-0.1769,0.1144,-0.1949,0.0095,-0.1202,-0.1086,-0.0763,389,36,388,1,2.1115,499.01,0.044,1.7275,31,1,1.637,45,27,0.018596,49,0.02249,37.2,0,0,1.076,0,409,107527.67346,35.8194,3001.94,13.108566,46,66574.8,49.199,1353.17,0.002903,47,59068.8,31.8931,1852.09,0.003825,1.168,0.0,29.0,0.0,29.0,0.0,0.171701,0.289065,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.99991,,,,,,,,,,,,,,,,,,,,,,,299.80999847339,38.39368673219,0.193318,0.210948,-0.0589,,5,5,5,5,5,5,5,40.9,83.9,317.0,1,0,0
3423.01,144970275,cwnu4634,5595931482889475584,0.99476,PC,FP,found in faint-star QLP search,12.6067,0.016,qlp-s08-faintsearch,FAINT,2459248.478713,0.0021161,2.5313424,1.04e-05,2.246,0.228,6.348366,0.00814,5830.0,7.49754,,,4500.49,2281.0,20.0,4030.62,526.145,9598.5,85.9,,,,,,,,,"7,8,34",2021-06-16,2024-08-22,2024-08-22 00:00:00,122.01095833333332,-31.18936111111111,1,08:08:02.63,-31:11:21.7,-2.771,0.045,3.512,0.053,Gaia DR3 5595931482889475584,122.01094183662,-31.18936038383,0.0,0.0,9,1636148068921376768,5595931482889475584,860350396,0.0108,0.0145,10.7461,4.376,0.0922,-0.0786,-0.1208,-0.0039,0.0808,-0.0029,-0.3594,0.0003,0.0377,0.1053,431,396,430,1,-1.84,1316.1,0.136,25.911,31,0,1.733,50,28,0.028348,52,0.01266,80.4,0,0,0.937,0,432,173922.36319,39.0823,4450.16,12.586478,50,122364.0,70.3829,1738.54,0.002859,50,78487.5,34.679,2263.26,0.00381,1.155,0.0,0.0,0.0,0.0,0.0,0.032934,0.075584,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999924,15018.4,15005.5,15039.0,3.6425,3.6299,3.6558,0.0065,0.0017,0.0165,6232.3794,6111.6548,6347.2954,0.6373,0.6364,0.6384,0.6205,0.6196,0.6216,0.3342,0.3336,0.3347,OB,122.01095553482,-31.18937590336,0.238109,0.324575,0.1033,,5,5,5,5,5,5,5,,,52.71,0,0,1
3411.01,150424946,cwnu129,5593780631976865280,0.87793,PC,PC,found in faint-star QLP search,13.1428,0.013,qlp-s08-faintsearch,FAINT,2459242.489293,0.0023895,7.0628019,2.55e-05,4.385,0.193,14.74627,0.003854,13490.0,3.54995,,,,,31.0,1531.6,39.35,,,,,,,,,,,"7,8,34",2021-06-16,2024-08-22,2024-08-22 00:00:00,117.40191666666664,-34.451102777777784,1,07:49:36.46,-34:27:03.97,-4.183,0.026,4.462,0.028,Gaia DR3 5593780631976865280,117.40191728144,-34.4511026584,0.0,0.0,23,1636148068921376768,5593780631976865280,16561111,0.0084,0.0095,62.2543,6.107,0.1289,-0.0135,-0.0164,0.1654,0.0791,0.1632,-0.1384,0.0718,-0.0761,0.1802,423,9,422,1,-0.1644,417.76,0.0,0.0,31,0,1.593,48,28,0.017427,52,0.01326,18.3,0,0,0.994,0,434,84605.53751,17.9255,4719.85,13.36887,49,48863.1,29.0821,1680.18,0.002864,48,51694.5,23.1658,2231.5,0.003811,1.189,0.0,0.0,0.0,0.0,0.0,0.24722,0.404586,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999991,9236.7,9130.4,9251.1,4.028,3.9736,4.0391,-0.7851,-0.9151,-0.5866,1569.5228,1525.9417,1733.2629,1.2851,1.2726,1.2884,1.1704,1.1583,1.1736,0.6288,0.6222,0.6305,A,117.40193958433,-34.45112262298,0.171467,0.194577,0.1628,,3,4,3,3,1,4,4,,,317.0,4,0,0
2959.01,462162963,ngc3114,5256717749007641344,1.0,PC,FP,found in faint-star QLP search,12.3935,0.009,qlp-s09-faintsearch,FAINT,2458593.752907,0.0042958,1.3550447,0.0002258,1.945,0.376,4.035572,0.010673,3710.0,9.83036,,,67280.3,4486.0,14.0,1001.96,25.1445,14466.0,139.0,,,,,,,,,"9,10",2021-06-04,2024-08-22,2024-08-22 00:00:00,150.36829166666666,-59.85171111111112,1,10:01:28.39,-59:51:06.16,-7.369,0.046,3.932,0.043,Gaia DR3 5256717749007641344,150.36826972575,-59.85170999891,0.0,0.0,33,1636148068921376768,5256717749007641344,524693672,0.0104,0.0113,84.464,8.349,0.1906,0.0055,0.1132,0.2898,0.2459,0.3758,0.1565,0.2144,0.0251,0.2922,346,346,344,2,-2.8361,565.64,0.072,6.0879,31,0,1.668,40,25,0.024003,51,0.02858,153.6,0,0,0.892,0,394,190113.68753,37.8801,5018.83,12.489834,46,123658.0,67.1763,1840.8,0.002852,45,97045.7,37.3479,2598.42,0.003802,1.161,0.0,0.0,0.0,0.0,0.0,0.118149,0.209378,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999774,,,,,,,,,,,,,,,,,,,,,,,150.36833448897,-59.8517278535,0.252257,0.211518,0.2635,TIC 462162963.01,5,5,5,5,5,5,5,,,35.9,5,1,0
2831.01,259165246,cwnu110,3028285271808441600,0.5784,PC,PC,found in faint-star QLP search,12.0778,0.012,qlp-s07-faintsearch,FAINT,2459251.16632,0.0022387,2.6926692,1.03e-05,3.101,0.186,4.515181,0.002463,4150.0,2.26816,13.9087,0.925572,7635.55,2604.0,12.0,1402.73,79.375,9669.0,213.4,4.18,0.08,2.11,0.13,,,2.47,0.318329,"7,34",2021-06-04,2024-08-22,2024-08-22 00:00:00,113.51937499999998,-15.933991666666667,1,07:34:04.65,-15:56:02.37,-3.569,0.054,1.825,0.046,Gaia DR3 3028285271808441600,113.51937129075,-15.93399171775,0.0,0.0,138,1636148068921376768,3028285271808441600,1022767530,0.0133,0.0136,41.1396,3.925,-0.2571,0.1431,0.1513,-0.1066,-0.1805,-0.0707,0.2632,0.1449,-0.4236,-0.2758,317,317,316,1,-3.3913,801.86,0.12,16.52,31,0,1.713,36,18,0.028192,39,0.01693,171.6,0,0,0.866,0,314,270472.28412,57.9358,4668.48,12.107059,39,187427.0,120.489,1555.56,0.002876,39,124674.0,55.7329,2237.0,0.00381,1.154,0.0,0.0,0.0,0.0,0.0,0.049401,0.098608,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999896,9780.0,9759.0,9803.6,3.9516,3.9389,3.962,-1.1605,-1.1939,-1.1039,1549.6333,1523.7628,1583.5679,0.3321,0.3294,0.3352,0.3165,0.314,0.3195,0.1687,0.1673,0.1703,A,113.519387384,-15.93399977206,0.287525,0.267477,-0.2728,,3,4,3,3,3,4,4,18.9,70.9,126.37,2,1,1
2595.01,151284882,hsc1553,3345187475230297856,1.0,PC,APC,possible centroid offset,10.7212,0.007,qlp-s45-tois,QLP,2459547.608503,0.0027041,3.817421,2.53e-05,2.47,0.596,1.086279,0.002987,1000.0,2.75151,3.32507,0.260936,529.596,1336.0,19.0,212.383,2.3065,6033.7,142.9,4.47,0.09,1.02,0.06,-0.0391479,0.00952632,1.12,0.145693,"6,33,43,44,45",2021-04-07,2022-03-11,2022-12-14 12:09:24,91.39995833333332,14.356913888888888,1,06:05:35.99,14:21:24.89,6.538,0.076,-16.124,0.065,Gaia DR3 3345187475230297856,91.39996973646,14.35691244465,0.0,0.0,108,1636148068921376768,3345187475230297856,1388883480,0.0159,0.0134,252.9286,17.329,-0.1232,-0.0679,0.1256,0.0865,-0.4168,0.1945,-0.3941,-0.2048,0.2452,-0.2189,231,231,226,5,-3.5664,529.46,0.101,13.24,31,0,1.571,26,15,0.031507,29,0.1106,1.502,0,0,0.834,0,245,672530.44909,382.61,1757.74,11.118087,24,371802.0,921.746,403.367,0.003877,24,432040.0,852.74,506.65,0.004345,1.195,0.0,0.0,0.0,0.0,0.0,0.294677,0.459002,1.0,8.0,3.0,8.0,33.821,19.99,0.0,576.858,37.48,6250.0,4.5,0.75,444.0,,,,10.467928,0.014415,5.0,,NOT_AVAILABLE,0.0,0.0,0.99968,5858.3,5856.4,5860.8,4.3154,4.3115,4.3193,-0.3481,-0.3542,-0.3412,210.2746,209.4476,211.1394,0.0013,0.0003,0.0029,0.0011,0.0003,0.0024,0.0006,0.0001,0.0013,MARCS,91.39994027467,14.35698397947,0.351201,0.241231,-0.2298,,2,5,5,2,3,4,4,5.7,50.3,11.14,0,3,1
2538.01,443115574,ngc2215,3007460040533835008,1.0,PC,PC,slight centroid offset; crowded,10.597,0.01,qlp,QLP,2459226.24224,0.0052952,2.9103781,2.86e-05,3.606,0.426,1.60808,0.002448,1480.0,2.25475,12.2597,1.0447,4501.88,2282.0,19.0,906.746,59.3765,7340.8,146.1,4.09,1.38,3.5,0.25,,,1.93,0.30663,"6,33",2021-03-11,2021-03-11,2022-12-14 12:09:24,95.22633333333332,-7.298941666666667,1,06:20:54.32,-07:17:56.19,0.504,0.119,-3.933,0.15,Gaia DR3 3007460040533835008,95.22631791598,-7.29894091931,0.0,0.0,179,1636148068921376768,3007460040533835008,1583302541,0.019,0.0204,41.8373,3.695,-0.0016,-0.1352,-0.2474,0.1361,-0.2876,0.1912,-0.4517,0.0505,0.2851,-0.2121,276,276,271,5,11.4046,1673.2,0.181,44.964,31,0,1.642,31,18,0.03909,32,0.01272,57.34,0,0,1.532,0,262,884913.41926,281.645,3141.94,10.820115,30,555176.0,285.166,1946.85,0.002845,30,486348.0,169.775,2864.66,0.003798,1.177,0.0,17.0,0.0,17.0,0.0,0.157351,0.289586,1.0,12.0,5.0,11.0,40.656,0.70327,0.205228,759.313,42.35,8000.0,4.0,0.25,555.0,130.3533,17.4911,6.0,10.412963,0.008046,6.0,,NOT_AVAILABLE,0.0,0.0,0.999979,,,,,,,,,,,,,,,,,,,,,,,95.2263161729,-7.29892458871,0.374217,0.414974,-0.2204,,3,4,3,3,3,4,4,16.8,51.1,101.59,0,1,3
2451.01,4294779,cwwl3512,3220568964775337216,0.65616,PC,FP,some stellar variability; high proper motion,15.8552,0.008,spoc,SPOC,2459174.475148,0.0016083046,0.343889185962649,4.4618242e-05,0.969606906244014,0.2804137,27.321877,3.28799,24850.3953804569,3023.77,8.56111789358653,1.8986349,449.315951364573,1174.24226698738,7.7705545,361.474,16.5445,3199.0,157.0,4.70217,0.0173915,0.540483,0.0238973,,,0.536614,0.0259742,32,2021-02-03,2021-02-03,2022-12-14 12:09:24,81.31266666666666,-0.7707472222222223,1,05:25:15.04,-00:46:14.69,0.953,0.189,-0.742,0.157,Gaia DR3 3220568964775337216,81.31267616902,-0.77074822289,0.0,0.0,71,1636148068921376768,3220568964775337216,1067802253,0.06,0.044,32.3127,1.096,0.2452,-0.2061,-0.0791,-0.3115,-0.2161,-0.184,-0.4781,0.2584,0.3305,-0.0435,536,0,534,2,2.6162,662.93,0.249,2.2471,31,0,1.238,61,20,0.11605,64,0.02459,177.2,0,0,1.081,0,531,2499.27176,2.07877,1202.28,17.192833,59,360.515,5.75521,62.6415,0.017556,56,3350.28,8.59375,389.85,0.004695,1.485,0.0,1.0,0.0,1.0,0.0,1.753401,1.257639,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999245,3478.8,3474.6,3482.8,4.7241,4.7198,4.7273,0.3614,0.3519,0.369,268.8179,267.0721,270.2985,1.2262,1.2103,1.2413,0.7699,0.7598,0.7795,0.5312,0.5248,0.5372,MARCS,81.31267141627,-0.77074715152,1.321691,0.947552,-0.0195,,5,5,5,5,5,5,5,59.1,88.0,55.26,2,0,2
1918.01,308425348,ngc3532,5339389268061191040,1.0,EB,FP,"Originally released as a KP, apparently in error. QLP s10 shows significant depth-aperture correlation. SAFFIs likely show an offset ~30",12.2876,0.006,qlp,QLP,2458571.7908,0.00869,3.39829,0.00088,2.634,0.407,4.72235,0.017052,4340.0,15.7058,7.06633,0.581413,662.808,1413.0,9.0,477.322,7.041,6271.0,133.8,4.45,0.08,1.09,0.05,,,1.22,0.176592,"10,11",2020-05-29,2021-02-12,2022-12-14 12:09:24,167.5828333333333,-58.98298611111111,1,11:10:19.88,-58:58:58.75,-10.042,0.053,4.282,0.044,Gaia DR3 5339389268061191040,167.58281297123,-58.98298438148,0.0,0.0,75,1636148068921376768,5339389268061191040,720146054,0.0172,0.0155,103.9591,11.156,0.0619,-0.1603,-0.0513,0.2556,0.1428,0.3096,0.0245,0.2568,0.0908,0.214,370,349,369,1,11.4554,1180.8,0.166,26.88,31,0,1.574,43,25,0.033183,49,0.02155,123.9,0,0,1.452,0,374,160557.15529,49.6544,3233.5,12.673293,45,88914.9,91.588,970.814,0.003006,45,102424.0,70.6591,1449.56,0.003853,1.192,0.0,0.0,0.0,0.0,0.0,0.292812,0.451405,2.0,15.0,8.0,13.0,14.948,,,943.473,,6000.0,4.5,-0.75,101.0,,,,12.034739,0.040981,7.0,,NOT_AVAILABLE,0.0,0.0,0.99964,5914.9,5899.9,5928.6,4.3381,4.3316,4.3449,-0.4566,-0.4709,-0.444,462.4853,457.7811,466.688,0.0337,0.0245,0.0416,0.0286,0.0208,0.0354,0.0155,0.0112,0.0191,MARCS,167.58290135438,-58.98300398295,0.362655,0.306264,0.1856,TIC 308425348.01,5,5,5,5,5,5,5,11.8,54.4,39.68,0,1,2
1882.01,396368313,upk585,5790098845432414464,1.0,PC,PC,crowded field; CTOI from Luke Bouma; v-shaped,11.2394,0.006,spoc-s01-s69-b0A-PC,CTOI,2459334.446718,0.00034237807,3.08988355292512,2.5609008e-06,1.78988681395477,0.04572793,6.298538,0.14245,5784.37351689367,131.19261,18.4456584580504,6.2533746,6037.41566618121,2248.18744881063,66.06125,708.598,19.6255,8828.7,271.0,4.39,0.07,1.63131999969482,0.0630352,,,2.39,0.326025,"11,12,38,39,65,66",2020-05-29,2024-12-05,2024-12-13 12:15:41,212.8392083333333,-75.83320277777777,1,14:11:21.41,-75:49:59.53,-6.75,0.063,-5.584,0.057,Gaia DR3 5790098845432414464,212.83919630488,-75.83320284706,0.0,0.0,59,1636148068921376768,5790098845432414464,518801316,0.0146,0.0137,77.343,8.832,0.1206,-0.1826,-0.3056,-0.0847,-0.1059,-0.0335,0.0226,0.0513,0.3437,0.1028,400,400,394,6,-0.5398,1884.0,0.16,39.412,31,0,1.704,45,27,0.027641,51,0.02949,84.11,0,0,0.98,0,404,570181.43399,228.413,2496.28,11.297334,46,389169.0,192.452,2022.16,0.002841,46,268523.0,90.6215,2963.13,0.003797,1.153,0.0,0.0,0.0,0.0,0.0,0.065863,0.121893,1.0,17.0,4.0,14.0,33.257,1.5231,0.034447,848.104,122.88,8500.0,4.5,0.25,555.0,107.0669,88.1816,12.0,11.10812,0.020134,12.0,36.5578,NOT_AVAILABLE,0.0,0.0,0.999888,,,,,,,,,,,,,,,,,,,,,,,212.83932107225,-75.83317818314,0.291958,0.304399,0.1071,TIC 396368313.01,3,4,4,3,3,4,4,63.0,117.1,317.0,3,0,1
1881.01,59859387,alessi3,5510676828723793920,1.0,PC,PC,V-shaped; some odd-even; crowded field; CTOI from Luke Bouma,10.2761,0.006,qlp-s61-ffi,CTOI,2459987.207387,0.0010274,1.1203828,1.2e-06,1.665,0.304,2.065949,0.115094,1901.0,106.0,5.96207,0.339687,4388.96,2267.0,47.0,294.281,2.179,6564.4,178.0,4.26,0.09,1.47,0.06,,,1.45,0.246946,"7,8,33,35,61",2020-05-29,2023-04-04,2023-04-07 12:13:06,110.36966666666665,-45.56773611111112,1,07:21:28.72,-45:34:03.85,-9.997,0.042,11.584,0.048,Gaia DR3 5510676828723793920,110.36967334138,-45.56773557312,0.0,0.0,8,1636148068921376768,5510676828723793920,1786983711,0.0112,0.0133,271.0263,15.076,0.0505,-0.1759,0.0015,0.0155,0.0659,0.0315,-0.3158,0.029,-0.0412,-0.0034,378,378,371,7,6.5165,1345.2,0.125,24.95,31,1,1.613,43,28,0.024442,46,0.0115,174.0,0,0,1.249,0,375,1099546.1809,243.717,4511.56,10.584333,42,652331.0,267.695,2436.84,0.002826,41,646245.0,151.305,4271.15,0.003788,1.181,0.0,0.0,0.0,0.0,0.0,0.21804,0.362431,1.0,21.0,10.0,18.0,72.638,2.0294,0.031566,914.417,7.58,6250.0,4.0,-0.25,444.0,18.4054,5.2798,11.0,10.074121,0.006011,11.0,,NOT_AVAILABLE,0.0,0.0,0.999245,6669.2,6631.8,6744.6,4.2266,4.2065,4.2513,-0.2587,-0.2911,-0.2029,279.0048,276.6087,282.1038,0.0926,0.0747,0.1313,0.0813,0.0656,0.1155,0.0439,0.0353,0.0622,MARCS,110.36973526624,-45.56778666165,0.233057,0.281628,-0.0054,TIC 59859387.01,3,5,5,3,3,4,4,23.7,100.5,30.04,0,7,3
1772.02,85293053,hsc1537,749676822006222464,1.0,PC,PC,single transit; exterior to .01,9.3523,0.006,spoc-s48-b02,SPOC,2459618.707643,0.004261573,0.0,0.0,5.34897486317528,0.18679307,2.350822,0.123147,2162.84493126748,113.41642,4.72636440294921,0.39756808,102.578033381409,811.677190450293,23.54239,97.7562,0.5952,5583.1,110.4,4.44,0.08,0.99525398015976,0.04551,0.128242,0.0123812,0.99,0.126087,48,2022-03-24,2022-03-24,2022-12-14 12:09:24,156.8377083333333,34.39095,2,10:27:21.05,34:23:27.42,-39.423,0.073,-19.086,0.077,Gaia DR3 749676822006222464,156.83769741564,34.39094714102,0.0,0.0,138,1636148068921376768,749676822006222464,796848140,0.0102,0.0104,742.3146,43.701,-0.2603,-0.1007,-0.2121,-0.0128,-0.105,-0.0426,-0.2703,0.2164,0.0046,-0.1879,320,320,314,6,-5.8183,383.89,0.054,3.4234,31,1,1.549,36,18,0.020491,38,0.01366,133.8,0,0,0.774,0,305,2254530.52119,368.063,6125.4,9.804727,35,1194110.0,710.494,1680.67,0.002864,35,1514700.0,607.413,2493.69,0.003804,1.201,0.0,0.0,0.0,0.0,0.0,0.341206,0.507648,1.0,14.0,8.0,11.0,102.73,2.133,0.001801,842.065,2.9,5500.0,4.5,0.0,444.0,,,,9.107267,0.007013,5.0,116.9829,NOT_AVAILABLE,0.0,0.0,0.998258,5732.7,5719.3,5747.9,4.4704,4.4624,4.4749,0.0587,0.0475,0.0721,96.9366,96.7697,97.2226,0.0985,0.0905,0.1088,0.0823,0.0756,0.0909,0.0439,0.0403,0.0485,MARCS,156.83790954106,34.39103129558,0.218752,0.217721,-0.1812,TIC 85293053.02,3,5,5,3,4,4,4,,,20.13,2,7,6
